GrossAction,GrossAdventure,GrossAnimation,GrossComedy,GrossCrime,GrossDocumentary,GrossDrama,GrossFamily,GrossFantasy,GrossFilm-Noir,GrossHistory,GrossHorror,GrossMusic,GrossMusical,GrossMystery,GrossRomance,GrossSci-Fi,GrossSport,GrossThriller,GrossWar,GrossWestern
,,,,,,,,,,,,,,,,,,,,93580929.37
,,,,,,219449358,,219449358,,,219449358,,,219449358,,,,219449358,,
,,,,86799702.6,,86799702.6,,,,,,,,,86799702.6,,,,,
,,,,,,120790683.3,,,,120790683.3,,120790683.3,,,,,,,,
,,,,141253318.6,,,,,,,,,,,,,,141253318.6,,
,,,86490528.74,,,86490528.74,,,,,,,,,86490528.74,,,,,
,97770305.73,97770305.73,97770305.73,97770305.73,,,,,,,,,,,,,,,,
,,,,,,93615610.19,,,,,,,,,,,,93615610.19,93615610.19,
240438767.1,240438767.1,,,,,,,,,,,,,,,240438767.1,,240438767.1,,
,,,,,83371804.12,,,,,83371804.12,,83371804.12,,,,,,,,
,,,,,,,,,,,86570289.92,,,86570289.92,,,,,,
,,,,,,133552421.7,,,,,,,,,133552421.7,,,,,
,,,,,,121922248.6,,,,,,,,,121922248.6,,,,121922248.6,
,131500866.9,,131500866.9,,,131500866.9,,131500866.9,,,,,131500866.9,,,,,,,
,,,86898142.7,,86898142.7,,,,,,,,,,,,,,,
133733492,133733492,,,,,,,,,,,,,,,133733492,,133733492,,
159982087.4,,,159982087.4,159982087.4,,,,,,,,159982087.4,,,,,,,,
,,,160116951.1,,,,160116951.1,160116951.1,,,,,,,,,,,,
272664390.4,,,,,,272664390.4,,,,272664390.4,,,,,272664390.4,,,,272664390.4,
,,,143185079.8,,,143185079.8,,,,,,,,,143185079.8,,,,,
,,,106321631.2,,,,106321631.2,,,,,,,,,,106321631.2,,,
,,,,,,,,,,,91239005.18,,,,,,,91239005.18,,
,,,165693801.1,,,165693801.1,,165693801.1,,,,,,,165693801.1,,,,,
334665959.2,334665959.2,,,,,,,,,,,,,,,334665959.2,,,,
,,,,,,93946219.46,,,,,,,,,,,,,,
,265875606.2,265875606.2,265875606.2,,,,265875606.2,265875606.2,,,,,,,,,,,,
,,,145434985.6,,,,,,,,,,,,,,,,,
,,,,,,,,87255624.98,,,87255624.98,,,,,,,87255624.98,,
,,,174163521.4,,,,,,,,,,,,174163521.4,174163521.4,,,,
,,,96544427.59,,,,,,,,,,,,,,96544427.59,,,
232056666.5,,,232056666.5,232056666.5,,,,,,,,,,,232056666.5,,,232056666.5,,
164241052.1,,,,,,,,,,,,,,164241052.1,,,,164241052.1,,
,,,,,,,,,,,,,,137293947.7,,137293947.7,,137293947.7,,
112290213.4,112290213.4,,,,,,,112290213.4,,,,,,,,112290213.4,,112290213.4,,
,,,,,,,,,,,109440506.2,,,109440506.2,,,,109440506.2,,
,106751631.5,,106751631.5,,,106751631.5,106751631.5,,,,,,,,106751631.5,,,,,
,,,96982060.19,,,,,,,,,,,,96982060.19,,,,,
,,,,,,,,,,,96697254.09,,,96697254.09,,,,,,
,,,101510614.5,,,101510614.5,,,,,,,,,,,,,,
,,,,,,116048743.6,,,,,,,,,,,116048743.6,,,
,,,,,,103397583,,,,,,,,,103397583,,,,,
,,,,119170913,,119170913,,,,,,,,119170913,,,,119170913,,
95903187.54,,,,,,,,95903187.54,,,95903187.54,,,,,,,95903187.54,,
,,,,,,130151182.8,,,,,,,,,,,,,,
,,,108443266.8,,,,,,,,,,,,,,,,,
,,,,,,,,101502511.2,,,101502511.2,,,,,,,101502511.2,,
,150838652.8,150838652.8,150838652.8,,,150838652.8,150838652.8,,,,,,,,,,,,,
150858076.5,,,150858076.5,150858076.5,,,,,,,,,,,150858076.5,,,,,
,,,175672891.2,,,,,,,,,,175672891.2,,,,,,,
,,,,211517413.9,,,,,,,,,,,,,,211517413.9,,
257506236.7,,,,,,257506236.7,,,,,,,,,,,,,,
,,,,91162459.26,,91162459.26,,,,,,,,,,,,91162459.26,,
218732379.6,,,,,,,,,,,,,,,,,,218732379.6,,
,213674484.4,,213674484.4,,,,213674484.4,213674484.4,,,,,,,,,,,,
,163139078.1,,163139078.1,,,,,,,,,,,,,163139078.1,,,,163139078.1
130578002.5,,,,,,130578002.5,,,,,,,,,,,,130578002.5,130578002.5,
,,,110793750.4,,,,,,,,,,,,,,,,,
130010639.4,,,,,,,,,,,,,,,,130010639.4,,130010639.4,,
,197101127.4,197101127.4,197101127.4,,,197101127.4,197101127.4,197101127.4,,,,,,,,197101127.4,,,,
,,,127079742.5,127079742.5,,,,,,,,,,,,,,,,
,,,102299711.3,,,102299711.3,102299711.3,,,,,102299711.3,102299711.3,,102299711.3,,,,,
,,,,,,,,112723013.8,,,112723013.8,,,,,,,,,
,,,,,,121767974,,,,,,,,,,,,,,
,187022836.7,187022836.7,187022836.7,,,,187022836.7,,,,,,,,,,,,,
191103676.1,,,,,,191103676.1,,,,,,,,,,191103676.1,,191103676.1,,
,115897718.2,,115897718.2,,,,115897718.2,,,,,,,,,,115897718.2,,,
,,,,,,129300317.7,,,,,,,,,,,129300317.7,,,
178811793.4,,,178811793.4,,,,,,,,,,,,,,178811793.4,,,
,,,106470181.4,,,,,,,,,,,,,,,,,
,166746435.5,166746435.5,166746435.5,,,,166746435.5,166746435.5,,,,,,,,,,,,
,,,,,,,,,,,94528417.8,,,,,,,,,
,,,180693059.1,,,,,,,,,,,,,,,,,
207731769.8,207731769.8,,,,,,,,,,,,,,,,,207731769.8,,
226855042.7,,,,226855042.7,,,,,,,,,,,,,,226855042.7,,
166695335.5,166695335.5,,,,,,,,,,,,,,,,,166695335.5,,
300777178.9,300777178.9,,,,,,,,,,,,,,,300777178.9,,300777178.9,,
,,,,102688250.1,,102688250.1,,,,,,,,,,,,,,
,,174131412.4,174131412.4,,,,174131412.4,174131412.4,,,,,,,,,,,,
394766568.4,394766568.4,,,,,,,,,,,,,,394766568.4,,,,,
394766568.4,394766568.4,,,,,,,,,,,,,,394766568.4,,,,,
266856699.9,266856699.9,,,,,,,,,,,,,,,266856699.9,,,,
,,,,,,157607767.7,,,,,,,157607767.7,,157607767.7,,,,,
,207264574.3,,207264574.3,,,,,,,,,,,207264574.3,,,,,,
,,,,169611118.2,,169611118.2,,,,,,,,169611118.2,,,,169611118.2,,
,,,161715286.9,,,161715286.9,161715286.9,,,,,,,,,,,,,
222754243.4,222754243.4,,222754243.4,,,,222754243.4,,,,,,,222754243.4,,,,,,
,,,119349439.3,,,,,119349439.3,,,,,,,119349439.3,,,,,
,,,196911100.1,196911100.1,,,,,,,,,,,,,196911100.1,,,
,,,,122280027.5,,122280027.5,,,,,,,,,,,,,,
,,,,,,136102383.4,,,,,,,,,,,,,,
127895070.3,,,,,,,,,,,127895070.3,,,,,127895070.3,,,,
140461894.7,140461894.7,,140461894.7,,,,140461894.7,,,,,,,,,140461894.7,,,,
210053636.4,210053636.4,,,,,,,,,,,,,,,210053636.4,,210053636.4,,
190925287.8,190925287.8,,,,,,,,,,,,,,,,,190925287.8,,
243327343.3,243327343.3,243327343.3,243327343.3,,,,243327343.3,,,,,,,,,,,,,
,,,,,,144094473.4,,,,144094473.4,,,,,,,,144094473.4,,
131105981.5,,,,,,,,,,,,,,,,131105981.5,,131105981.5,,
147762669.4,147762669.4,,147762669.4,,,,147762669.4,,,,,,,,,147762669.4,,,,
209585656.8,,,,,,209585656.8,,,,,,,,,209585656.8,209585656.8,,209585656.8,,
,,,148657786.2,,,,148657786.2,,,,,,,,148657786.2,,,,,
,,,187418706.9,,,187418706.9,,,,,,,,,,187418706.9,,,,
,116034168.2,,,,,116034168.2,,,,,,,,,,,,,,
200242451.6,,,,200242451.6,,200242451.6,,,,,,,,,,,,200242451.6,,
165809618.5,165809618.5,,,,,,,,,,,,,,,,,165809618.5,,
,,,118519694.6,,,,,,,,,,,,,,,,,
,,,,,,203887392.7,,,,203887392.7,,,,,,,,,203887392.7,
,,,117477621.4,,,,,,,,,,,,,,117477621.4,,,
,113357109.3,,113357109.3,,,,,113357109.3,,,,,,,,113357109.3,,,,
148155580,,,,148155580,,,,,,,,,,,,,,148155580,,
,,,,,,132435700.1,,,,,,,,,132435700.1,,,,,
222215842.7,,,,,,,,,,,,,,,,222215842.7,,,,
222215842.7,,,,,,,,,,,,,,,,222215842.7,,,,
,,,,,,116076351.1,,,,,,116076351.1,,,,,,,,
146666847.7,,,146666847.7,146666847.7,,,,,,,,,,,,,,,,
,,,,,,157825380.9,,,,,,157825380.9,,,,,,,,
,,,154247118.4,,,,154247118.4,,,,,,,,,,,,,
,,,170642492.2,,,,,,,,,,,,170642492.2,,,,,
,,,,,,,,,,,108378101,,,108378101,,,,,,
,,,162339702.5,,,,162339702.5,,,,,,162339702.5,,162339702.5,,,,,
,,,136048124.5,,,,,,,,,,,,136048124.5,,,,,
,,,140376835.8,140376835.8,,,,,,,,,,,,,,,,
,,,,,,177328404,,,,,,,,,,,,,,
,,,,108433127.4,,108433127.4,,,,,,,,,108433127.4,,,108433127.4,,
151101253.4,151101253.4,,,,,,,,,,,,,,,,,151101253.4,,
,,,,,,119292602.8,,,,,,,,,,,,119292602.8,,
,,,130469952.5,,,,,,,,,,,,130469952.5,,,,,
,,,,168511876.7,,168511876.7,,,,,,,,,,,,168511876.7,,
154765462,154765462,,154765462,,,,154765462,,,,,,,,,154765462,,,,
,,,,,,,,,,,112460140.2,,,,,,,,,
,,,188250568.2,,,,188250568.2,188250568.2,,,,,,,,,,,,
,,,,159793209.9,,159793209.9,,,,,,,,159793209.9,,,,159793209.9,,
,,,,,,125027269.8,,,,,,125027269.8,,,125027269.8,,,,,
,,,,175292800.9,,175292800.9,,,,,,,,,,,,175292800.9,,
,,,169357735.8,,,169357735.8,,,,,,,,,169357735.8,,,,,
,,,150483884,,,150483884,,,,,,,,,150483884,,,,,
,,,215102669.8,,,,215102669.8,215102669.8,,,,,,,,,,,,
130749734.9,,,130749734.9,,130749734.9,,,,,,,,,,,,,,,
,,,,,,206409818.7,206409818.7,206409818.7,,,,,,,206409818.7,,,,,
,,,,,,206409818.7,206409818.7,206409818.7,,,,,,,206409818.7,,,,,
,,,,,,,,132489453.1,,,132489453.1,,,,,,,132489453.1,,
,,,,172326615.8,,172326615.8,,,,,,,,172326615.8,,,,172326615.8,,
167252796.8,,,,,,,,,,,,,,,,,,167252796.8,,
,,,,163296653.4,,163296653.4,,,,,,,,,,,,163296653.4,,
,,,,,,137304943.4,,,,,,,,,,,,,137304943.4,
247218833.4,247218833.4,,,,,,,,,,,,,,,247218833.4,,247218833.4,,
247218833.4,247218833.4,,,,,,,,,,,,,,,247218833.4,,247218833.4,,
,206990677.6,206990677.6,206990677.6,,,,206990677.6,,,,,,,,,,,,,
322429141.4,322429141.4,,,,,,,,,,,,,,,,,322429141.4,,
322429141.4,322429141.4,,,,,,,,,,,,,,,,,322429141.4,,
,,,145728970.3,,,,145728970.3,145728970.3,,,,145728970.3,,,145728970.3,,,,,
,,,,,,,,,,,,,,262446128.4,,,,262446128.4,,
,,,155763016.6,155763016.6,,,,,,,,,,,,,,,,
,,,,199716867.9,,199716867.9,,199716867.9,,,,,,199716867.9,,,,,,
137813225.2,,,137813225.2,137813225.2,,,,,,,,,,,137813225.2,,,,,
,,,149574811.9,,,149574811.9,,,,,,,,,149574811.9,,,,,
,,,,,,162197160,,162197160,,,,,,,162197160,162197160,,,,
,,,120460578.7,,,120460578.7,,,,,,,,,,,,,,
,149936827.3,,149936827.3,,,,,,,,,,,,,,,,,
,,,,,,148844104.3,,,,,,148844104.3,,,148844104.3,,,,,
,149948387.4,149948387.4,149948387.4,,,149948387.4,149948387.4,,,,,,149948387.4,,,,,,,
,,,155236524,155236524,,,,,,,,,,,,,,,,
,,,,156729279.8,,156729279.8,,,,,,,,,,,,,,
,,,199613002.5,,,,,,,,,,,,199613002.5,199613002.5,,,,
,,,,,,128286721.9,,,,,,,,,128286721.9,,,,,
222174431.9,222174431.9,,,,,,,,,,,,,,,222174431.9,,,,
,,,186287424.7,,,186287424.7,,,,,,,,,,,186287424.7,,,
,,,,,,,,,,,153561037,,,153561037,,,,,,
,,,139930592.3,,,139930592.3,,,,,,,,,139930592.3,,,,,
,,238868131.9,238868131.9,,,,238868131.9,,,,,238868131.9,,,238868131.9,,,,,
,,,156991505.5,156991505.5,,,,,,,,,,,,,,,,
,,,142482327.7,,,,,,,,,,,,,,,,,
265071475.2,,,,,,265071475.2,,,,,,,,,265071475.2,,,,,
,,,150756650.1,,,,,150756650.1,,,,,,,,,,,,
,,,222123789.2,,,,,,,,,,,,222123789.2,,,,,
129398154.1,129398154.1,,,,,,,,,,,,,,,,,129398154.1,,
,,,172009153.8,,,,,,,,,,,,172009153.8,,,,,
222851946.2,222851946.2,222851946.2,222851946.2,,,,222851946.2,,,,,,,,,,,,,
,,,,148056784.4,,148056784.4,,,,,,,,,148056784.4,,,148056784.4,,
,,,,,,163345231.4,,,,,,,,,,,163345231.4,,,
248804192.5,248804192.5,,,,,,,,,,,,,,,248804192.5,,248804192.5,,
,,,,,,131709211,,,,,,131709211,,,,,,,,
,,,147199051.3,,,,,,,,,,,,,,147199051.3,,,
,,,147199051.3,,,,,,,,,,,,,,147199051.3,,,
177128819.7,177128819.7,,177128819.7,,,,,177128819.7,,,,,,177128819.7,,,,,,
166606485.1,,,166606485.1,166606485.1,,,,,,,,,,,,,,,,
170193870.5,,,170193870.5,170193870.5,,,,,,,,,,,,,,,,
292154334.7,292154334.7,,,,,,,,,,,,,,,292154334.7,,,,
,,,192159123.6,,,,,,,,,,,,192159123.6,,,,,
,,,,,,,,,,,143438067.9,,,143438067.9,,,,143438067.9,,
,,,163455650.7,,,,,,,,,,,,,,,,,
,234406320.6,,,,,234406320.6,,,,,,,,,,234406320.6,,,,
166044172.5,,,166044172.5,166044172.5,,,,,,,,,,,,,,,,
,,,,,,193021315.8,,,,193021315.8,,,,,,,,,193021315.8,
,,,,,,161698680.1,,,,161698680.1,,,,,,,,,,
,,,,,,300753619.4,,,,,300753619.4,,,,,300753619.4,,,,
,289033915.4,,,,,,,,,,,,,,,289033915.4,,,,
348062959.1,348062959.1,,,,,,,,,,,,,,,348062959.1,,,,
,172935165.4,,172935165.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,126592271.5,,,,,,,,,
,,,,,,196881617.1,,,,,,,,,196881617.1,,,,,
,214823261.5,214823261.5,214823261.5,,,,,,,,,,,,,,,,,
,,,201462211.8,,,201462211.8,,,,,,,,,201462211.8,,,,,
,291760704.4,,,,,,,,,,,,,,,291760704.4,,291760704.4,,
304233060.4,304233060.4,,,,,,,,,,,,,,,,,304233060.4,,
,,,,,,,,,,,141857995.5,,,141857995.5,,,,141857995.5,,
,,,,,,170494003,,,,,,,,,170494003,,,,,
,,,,,,196151665.1,,,,,,,,,,,,,,
,,,,,,167289444.2,,,,,,,,,,,,,,
226673739.5,,,,,,,,,,,,,,226673739.5,,,,226673739.5,,
,320989411.2,,,,,,,320989411.2,,,,,,,,,,,,
,,,183267174.3,,,,183267174.3,,,,,,,,,,,,,
,,,175237442.4,,,,,,,,,,,,,,,,,
187833267.3,187833267.3,,,,,,,,,,,,,,,187833267.3,,187833267.3,,
,,,148525103.3,,,,,,,,,,,,,,,,,
261587616.8,261587616.8,,,,,261587616.8,,,,,,,,,,,,261587616.8,,
,,,155035809.1,,,,,,,,,,,,,,,,,
,332145462.9,332145462.9,332145462.9,,,,332145462.9,,,,,,,,,,,,,
,,,221146062.7,,,,,,,,,,,,221146062.7,,,,,
293701096.2,293701096.2,,,,,,,293701096.2,,,,,,,,,,,,
,,,202687344.1,,,,,202687344.1,,,,,,,,,,,,
236961499.6,236961499.6,,,236961499.6,,,,,,,,,,236961499.6,,,,236961499.6,,
,,,,251880020.5,,,,,,,,,,,,,,251880020.5,,
163804647.2,,,,,,,,,,,,,,,,,,163804647.2,,
,,,154163821.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,159668405.2,,,159668405.2,,,,,,
,,,,165241494.6,,165241494.6,,,,165241494.6,,165241494.6,,,,,,,,
266442958.6,,,,,,,,,,,,,,266442958.6,,,,266442958.6,,
,,,,,,154809699.5,,,,154809699.5,,,,,154809699.5,,,,,
,225983937,225983937,,,,225983937,225983937,,,225983937,,,225983937,,225983937,,,,,
284191358.3,284191358.3,,,,,,,284191358.3,,,,,,,,284191358.3,,284191358.3,,
178845120.3,178845120.3,,,,,,,,,,,,,,,178845120.3,,,,
,363285553,,,,,,363285553,363285553,,,,,,,,,,,,
235655282.5,235655282.5,235655282.5,235655282.5,,,,235655282.5,235655282.5,,,,,,,,,,,,
,,,174472548.5,,,,,,,,,,,,174472548.5,,,,,
,,,214192653.1,,,,214192653.1,214192653.1,,,,,,,,,,,,
,,,185863718.8,,,185863718.8,,,,,,,,,185863718.8,,,,,
,,,157330429,,,,,,,,,,,,157330429,,,,,
,,,,,,157330429,,,,,,,,,,,157330429,,,
,,,,,,159645399.9,,,,,,,,,159645399.9,,,,,
277426867.3,277426867.3,,,,,,,277426867.3,,,,,,,,,,277426867.3,,
282280296.4,,,,,,,,,,,,,,,,,,,,
,,,,,,161753106.8,,,,,,,,,,,,,,
,,,163395149.2,,,,,163395149.2,,,,,,,163395149.2,,,,,
196861119.4,,,196861119.4,196861119.4,,,,,,,,,,,,,,,,
,,,,,153320522.7,153320522.7,,,,,,,,,,,,,153320522.7,
198465748.4,,,,198465748.4,,,,,,,,,,,,,,198465748.4,,
198465748.4,,,,198465748.4,,,,,,,,,,,,,,198465748.4,,
198465748.4,,,,198465748.4,,,,,,,,,,,,,,198465748.4,,
,240525923.2,240525923.2,240525923.2,,,,240525923.2,,,,,,,,,,,,,
,,,182816955.3,,,,,,,,,,,,182816955.3,,,,,
326325763.3,326325763.3,,,,,,,,,,,,,,,326325763.3,,326325763.3,,
,,,223728264.3,,,223728264.3,,,,,,,,,223728264.3,,,,,
189072481.8,189072481.8,,,,,,,,,,,,,,,189072481.8,,,,
,190765129.9,,,,,190765129.9,,,,,,,,,,,,,,190765129.9
358120962.1,358120962.1,,,,,,,358120962.1,,,,,,,,,,,,
,294437078.2,294437078.2,294437078.2,,,,294437078.2,,,,,,,,,,294437078.2,,,
,372743858.6,,,,,,372743858.6,372743858.6,,,,,,,,,,,,
,372743858.6,,,,,,372743858.6,372743858.6,,,,,,,,,,,,
,,,,,,175363608.4,,,,,,,,,,,,,,175363608.4
,,,182068999.9,,,182068999.9,,,,,,,,,182068999.9,,,,,
,,,,,,,,,,,152241906.3,,,,,,,152241906.3,,
,,,,,,,,,,,152241906.3,,,,,,,152241906.3,,
,,,,222336749.2,,222336749.2,,,,,,,,,,,,,,
,321064211.7,,,,,,321064211.7,321064211.7,,,,,,321064211.7,,,,,,
,232432016.1,,232432016.1,,,,,,,,,,,,,232432016.1,,,,
,,,,,,254445538.5,,,,,,,,,254445538.5,,,,,254445538.5
,,,,,,234442924.9,,,,,,,,,,,,,,
193918648.6,193918648.6,,,,,,,,,,,,,,,,,193918648.6,,
,,,188024979.1,,,188024979.1,,,,,,,,,,,,,,
,,,,,,183496900.8,,,,,,,,,,,,,,
280524951.8,280524951.8,,,,,,,,,,,,,,,,,280524951.8,,
,,,234780802.7,,,,,,,,,,,,,,,,,
198987677.6,198987677.6,,,198987677.6,,,,,,,,,,,,,,198987677.6,,
,,,199268484.2,,,,,,,,,,,,,,,,,
250203090,,,,,,,,,,,,,,,,250203090,,,,
,,,,,,263990854,,,,,,,,,,,,,263990854,
,275716336.1,,,,,,,,,,,,,275716336.1,,275716336.1,,,,
,,,188234732.7,,,,,,,,,188234732.7,,,,,,,,
,238497579.7,238497579.7,238497579.7,,,,238497579.7,,,,,,,,,,,,,
412643318.7,412643318.7,,,,,,,,,,,,,,,412643318.7,,,,
,,,258198966.4,,,,,258198966.4,,,,,,,258198966.4,,,,,
,,,168324146.5,,,168324146.5,,,,,,,,,168324146.5,,,,,
,,,168324146.5,,,168324146.5,,,,,,,,,168324146.5,,,,,
319373835,319373835,,,,,,,,,,,,,,319373835,319373835,,,,
,,,238136751.6,,,238136751.6,,,,,,,,,238136751.6,,238136751.6,,,
,,248971608.8,248971608.8,,,,248971608.8,248971608.8,,,,248971608.8,,,,,,,,
,,,,177130462.9,,177130462.9,,,,,,,,,,,,,,
359190347.8,,,,359190347.8,,,,,,,,,,,,,,359190347.8,,
,,,,,,,,,,,,,,,,194302499.6,,194302499.6,,
,,,,,,,,193063751.3,,,193063751.3,,,,,,,,,
,,,,,,,,193063751.3,,,193063751.3,,,,,,,,,
,342531352.5,,,,,,342531352.5,342531352.5,,,,,,342531352.5,,,,,,
196838717.3,,,196838717.3,196838717.3,,,,196838717.3,,,,,,,,,,,,
342249082.9,342249082.9,,,,,,,,,,,,,,,342249082.9,,,,
,,,,,,189872258.1,,,,,,,,,,,,,,
211401553.9,,,,,,211401553.9,,,,,,211401553.9,,,211401553.9,,,,,
,,,,,,187272377.3,,,,,,187272377.3,,,187272377.3,,,,,
,,,,,,187272377.3,,,,,,187272377.3,,,187272377.3,,,,,
,,,230786553.8,230786553.8,,,,,,,,,230786553.8,,,,,,,
302653591.5,302653591.5,,302653591.5,,,,302653591.5,302653591.5,,,,,,,,,,,,
380993608.2,380993608.2,,,,,,,,,,,,,,,380993608.2,,,,
198860704.7,198860704.7,,,,,,,,,,,,,,,198860704.7,,,,
227053672.8,227053672.8,,,,,,,,,,,,,,,,,227053672.8,,
372171128.2,,,,,,,,,,,,,,,,372171128.2,,,,
,,,,,,,,,,,175327300.6,,,,,,,175327300.6,,
,,,,,,,,,,,175327300.6,,,,,,,175327300.6,,
,,,,,,,,,,,175327300.6,,,,,,,175327300.6,,
,361149192.2,,,,,,361149192.2,361149192.2,,,,,,361149192.2,,,,,,
,,,,,,216276550.4,,216276550.4,,,,,,,216276550.4,,,,,
,,,,,,216276550.4,,216276550.4,,,,,,,216276550.4,,,,,
254069095.9,,,,,,254069095.9,,254069095.9,,,,,,,,,,,254069095.9,
,274614071.6,,,,,274614071.6,,,,274614071.6,,,,,,,,,,
,,,,,,245023222.3,,,,,,,,,,,,245023222.3,,
,,,210970986.9,,,,,,,,,210970986.9,,,,,,,,
,,,206028592.2,,,,,,,,,,,,,,,,206028592.2,
,,,231607942.6,,,,,231607942.6,,,,,,,,,,,,
,,,,,,212875940.6,,,,,,,,,,,,,,
,,,190081462.9,,,,,,,,,,,,,,,,,
197119477.1,197119477.1,,,,,,,,,,,,,,,,,197119477.1,,
,286156171.8,,,,,286156171.8,,,,,,,,,,286156171.8,,286156171.8,,
,,,208715179.5,,,,,,,,,,,,,,,,,
,309651744.6,,,,,309651744.6,,309651744.6,,,,,,,309651744.6,,,,,
,309651744.6,,,,,309651744.6,,309651744.6,,,,,,,309651744.6,,,,,
365800290.7,,,,,,,,,,,,,,,,365800290.7,,,,
,,254934462.4,254934462.4,,,,254934462.4,254934462.4,,,,254934462.4,,,,,,,,
,,,208951890,,,,,,,,,208951890,,,208951890,,,,,
,,,229233666.7,,,,229233666.7,229233666.7,,,,,,,229233666.7,,,,,
,365778546.7,365778546.7,365778546.7,,,365778546.7,365778546.7,365778546.7,,,,,,,,,,,,
310566881.9,,,310566881.9,310566881.9,,,,,,,,,,,,,,310566881.9,,
,243471058.1,,243471058.1,,,,,,,,,,,,,243471058.1,,,,
,376204664.1,376204664.1,376204664.1,,,,376204664.1,376204664.1,,,,,,,,,,,,
,,,275134635.5,,,,,,,,,,,,,,,,,
,,,238664800.4,,,238664800.4,,,,,,,,,,,,,,
,367495317.7,,,,,367495317.7,367495317.7,367495317.7,,,,,,,,,,,,
,367495317.7,,,,,367495317.7,367495317.7,367495317.7,,,,,,,,,,,,
250902366.3,,,,250902366.3,,,,,,,,,,,,,,250902366.3,,
224729132.7,224729132.7,,224729132.7,,,,,,,,,,,,,,,,,
,195131508.6,,,,,,195131508.6,,,,,,,,195131508.6,,,,,
,,,367274961.3,,,,367274961.3,367274961.3,,,,,,,,,,,,
212554148.2,,,,,,212554148.2,212554148.2,,,,,,,,,,212554148.2,,,
212554148.2,,,,,,212554148.2,212554148.2,,,,,,,,,,212554148.2,,,
,,,209077592.4,,,209077592.4,209077592.4,,,,,,,,,,,,,
,,,,,,209638078.2,,,,,,,,,,,,,,
,,,,,,266529396.9,,,,,,,,266529396.9,,,,266529396.9,,
373921029.6,373921029.6,,,,,,,,,,,,,,,373921029.6,,,,
,,,230136696.6,230136696.6,,,,,,,,,,,,,,,,
,,,236371134.5,,,236371134.5,236371134.5,236371134.5,,,,,,,236371134.5,,,,,
,,,,233446556.1,,233446556.1,,,,,233446556.1,,,,,,,233446556.1,,
359574934.2,359574934.2,,,,,,,,,,,,,,,359574934.2,,,,
228236149.6,,,228236149.6,,,,,,,,,,,,,,,,228236149.6,
,,,237694798.2,,,237694798.2,237694798.2,237694798.2,,,,,,,,,,,,
,329986090.9,,,,,329986090.9,,,,,,,,,329986090.9,,,,,
288109373.1,,,288109373.1,288109373.1,,,,,,,,,,,,,,,,
264811448.1,264811448.1,264811448.1,264811448.1,,,,264811448.1,264811448.1,,,,,,,,,,,,
,,280520178.4,280520178.4,,,,280520178.4,,,,,,,,,,,,,
,,,,,,,,,,,205160470.2,,,,,,,,,
,,,274884637.5,,,,,274884637.5,,,,,,,274884637.5,,,,,
,235430035.6,,,,,235430035.6,,,,,,,,,,,,,235430035.6,
295542657.9,295542657.9,,,,,295542657.9,,,,,,,,,295542657.9,,,,,
474734678.1,,,,,,,,,,,,,,,,,,474734678.1,,
,,,,,,308237798.1,,,,,,,,,,308237798.1,,308237798.1,,
,,,240962757.2,,,,,,,,,,,,,,240962757.2,,,
,,,,,,459018137.3,,,,459018137.3,,,,,459018137.3,,,,,
,,,320736234.2,,,320736234.2,,,,,,,,,,,,,,
470997961,470997961,,,,,,,,,,,,,,,470997961,,,,
,346331012.9,,,,,,,,,,,,,,,346331012.9,,346331012.9,,
322482101.8,,,,,,322482101.8,,,,,,,,,,,,,322482101.8,
336616451.7,336616451.7,336616451.7,,,,,336616451.7,,,,,,,,,,,,,
427005066.9,427005066.9,,,,,,,,,,,,,,,427005066.9,,,,
,,,,282687748.5,,282687748.5,,,,,,,,,,,,,,
403765144.4,403765144.4,,,,,,,403765144.4,,,,,,,,,,,,
,354216661,,,,,,354216661,354216661,,,,,,354216661,,,,,,
263037925.9,263037925.9,,,,,,,,,,,,,,,,,263037925.9,,
,,,,,,231742751,,,,,,231742751,,,231742751,,,,,
480746273.9,480746273.9,,,,,,,480746273.9,,,,,,,480746273.9,,,,,
,,,,,,,,,,,264325867.8,,,,,264325867.8,,,,
,358878551.1,358878551.1,358878551.1,,,,358878551.1,358878551.1,,,,,,,,,,,,
,,,263339826.9,,,,,,,,,,,,263339826.9,,,,,
455826849.5,455826849.5,,,,,,,,,,,,,,,455826849.5,,,,
374655506.7,374655506.7,,,,,374655506.7,,,,,,,,,,,,374655506.7,,
309496625.2,309496625.2,,,309496625.2,,309496625.2,,,,,,,,309496625.2,,,,309496625.2,,
,,,246171699,,,,,,,,,,,,,,,,,
347137107.3,347137107.3,,,,,,,,,,,,,,,347137107.3,,,,
,,,265320412.2,,,265320412.2,,,,,,,,,,,,,265320412.2,
510367042.6,510367042.6,,,,,,,510367042.6,,,,,,,,,,,,
,462865859.7,462865859.7,462865859.7,,,,462865859.7,462865859.7,,,,,,,,,,,,
,398143886,398143886,398143886,,,,398143886,398143886,,,,,,,,,,,,
340000384.5,340000384.5,,,,,,,,,,,,,,,,,340000384.5,340000384.5,
,379071046.2,,379071046.2,,,,379071046.2,,,,,,,379071046.2,,379071046.2,,,,
313855748.5,313855748.5,,,,,,,,,,,,,,,,,313855748.5,,
,,,,,,300271604.9,300271604.9,,,,,,300271604.9,,300271604.9,,,,,
