GrossAction,GrossAdventure,GrossAnimation,GrossComedy,GrossCrime,GrossDocumentary,GrossDrama,GrossFamily,GrossFantasy,GrossFilm-Noir,GrossHistory,GrossHorror,GrossMusic,GrossMusical,GrossMystery,GrossRomance,GrossSci-Fi,GrossSport,GrossThriller,GrossWar,GrossWestern
,,,,,2989255.555,,,,,,,,,,,,2989255.555,,,
,,,12076965.53,,,12076965.53,,,,,,,,,,,,,,
,,,10927527.3,,,10927527.3,,,,,,,,,,,,,,
19930504.02,,,,,,19930504.02,,,,19930504.02,,,,,19930504.02,,,,19930504.02,
191903309.3,191903309.3,,,,,,,,,,,,,,,191903309.3,,,,
,,,,17709058.4,,17709058.4,,,,,,,,,,,,17709058.4,,
,,,,,,13796235.84,,,,,,13796235.84,,,,,,,,
,,,4838414.191,,,4838414.191,,,,,,,,,,,,,,
,,,,,,3251345.898,,,,,,,,,,,,,,
,,,,,,,,,,,9277340.557,,,,,,,9277340.557,,
76101991.66,76101991.66,,,,,,76101991.66,76101991.66,,,,,,,,76101991.66,,76101991.66,,
63235846.13,,,,63235846.13,,63235846.13,,,,,,,,,,,,63235846.13,,
,,,,50116042.99,,50116042.99,,,,,,,,,,,,50116042.99,,
,,,,,,10392301.76,,,,,,,,,10392301.76,,,,,
,,,,,,38613523.6,,,,,,,,,38613523.6,,,,,
,,,10419126.93,,,10419126.93,,,,,,,,,,,,,,
,,,,,,2708414.088,,,,,,,,,,,,,,
,,,,40336578.37,,40336578.37,,,,,,,,,,,,,,
,,,3488088.486,,,,,,,,,,,,,,,,,
,,,,,,21893683.97,,,,,,,,,21893683.97,,,,,
,,,,,,3001591.59,,,,,,3001591.59,,,,,,,,
,,,,,,,,,,,39912500.38,,,,,,,,,
11642121.98,,,,11642121.98,,,,,,,,,,,,,,11642121.98,,
,,,48424156.14,,,48424156.14,,48424156.14,,,,,,,48424156.14,,,,,
,,,,,,22429312.83,,,,,,,,,,,,,22429312.83,
,,,36090979.24,,,36090979.24,,,,,,,,,36090979.24,,,,,
39847707.71,39847707.71,,,,,39847707.71,,,,,,,,,39847707.71,,,,,39847707.71
,,,,,,26681602.55,,,,,,,,,26681602.55,26681602.55,,,,
,,,43782153.02,,,,,,,,,,,,,,,,,43782153.02
,,,3120482.455,,,3120482.455,,,,,,,,,,,,,,
80412748.1,80412748.1,,80412748.1,,,,,,,,,,,,,,,,,80412748.1
,,,3156025.273,,,3156025.273,,,,,,,,,3156025.273,,,,,
31528359.77,,,,,,31528359.77,,,,,,,,,,,,31528359.77,,
,,,41805868.47,,,,,,,,,,,,41805868.47,,,,,
,,,,,,,,,,,46035681.21,,,,,,,,,
,,,,4874851.699,,4874851.699,,,,,,,,,,,,4874851.699,,
,,,,,,17215751,,,,,,,,,,,,,,
,,,,,,32311790.6,,,,,,,,,,,,32311790.6,,
53528888.4,,,,,,53528888.4,,,,,,,,,,,,53528888.4,53528888.4,
,,,,,,,,,,,20297034.04,,,20297034.04,,,,20297034.04,,
,,,6442791.393,,,6442791.393,,,,,,,,,6442791.393,,,,,
,,,,17996121.1,,17996121.1,,,,,,,,,,,,17996121.1,,
,,,,,,11986120.58,,,,,,,,,11986120.58,,,,,
208406410.3,208406410.3,,,,,,,208406410.3,,,,,,,,208406410.3,,,,
,,,9217606.811,,,,,,,,,,,,,,,,,
76832160.79,76832160.79,,,76832160.79,,,,,,,,,,,,,,76832160.79,,
,,,,,,68905269.74,,,,,,,,68905269.74,,68905269.74,,,,
,,,,21123307.13,,21123307.13,,,,,,,,,21123307.13,,,21123307.13,,
,,,,,12824723.31,,,,,,,12824723.31,,,,,,,,
,,,,,,4278358.156,,,,,,,,,,,,,,
,,,,,,21437904.05,,,,,,,,,21437904.05,,,,,
,,,12259840.01,12259840.01,,,,,,,,,,,12259840.01,,,,,
20770697.29,,,,20770697.29,,,,,,,,,,,,,,20770697.29,,
,,,15654802.37,15654802.37,,15654802.37,,,,,,,,,,,,15654802.37,,
84348655.99,,,84348655.99,84348655.99,,,,,,,,,,,,,,,,
,,,6088744.078,,,6088744.078,,,,,,,,,,,,,,
,,,,,,53861868.51,,,,,,,,,53861868.51,,,,,
,,,,,,3663556.665,,,,,,,,,3663556.665,,,,,
,,,,,,21255844.16,,,,,,,,,21255844.16,,,,,
,,,8823637.056,,,8823637.056,,,,,,,,,8823637.056,,,,,
,,,49961148.15,,,,,,,,,,,,,,,,,
,,,20946881.61,,,20946881.61,,,,,,,,,,,,,20946881.61,
,25062994.91,,25062994.91,,,,25062994.91,,,,,,,,25062994.91,,,,,
,,,,,,15968154.11,,15968154.11,,,,,,,15968154.11,,,,,
,,,4245721.374,,,4245721.374,,,,,,,,,4245721.374,,,,,
47979054.59,,,47979054.59,,,,,,,,,,,,,,47979054.59,,,
,,,,,,24034094.46,,,,,,,,,24034094.46,,,,,
,,,69502318.05,69502318.05,,,,,,,,69502318.05,,,,,,,,
,,,18620872.39,,,,,,,,,,,,,,,,,
,,,,,,38411457.95,,,,,,,,,38411457.95,,,,,
,,,5053452.071,,,5053452.071,,,,,,,,,5053452.071,,,,,
42199550.69,,,42199550.69,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,41131479.2,,,,41131479.2,,
,,,,,,,,,,,25980269.48,,,25980269.48,,25980269.48,,25980269.48,,
,,,26021798.93,26021798.93,,,,,,,,,,,,,,,,
,,,19198944.99,,,,,,,,,,,,,,,,,
,,,,,,12142516.97,,,,,,,,,,,,,,
,,,,,,71327868.41,,,,,,,,,,,,71327868.41,,
157648145.1,157648145.1,,,,,,,,,,,,,,,157648145.1,,157648145.1,,
,,,,,,,,,,,20384378.47,,,,,,,20384378.47,,
,,,,,,18963792.18,,,,,,,,,18963792.18,,,,,
,,,55255449.61,55255449.61,,55255449.61,,,,,,,,,55255449.61,,,,,
,,,7903066.663,,,7903066.663,,,,,,,,,,,,,,
,,,4070703.366,,,4070703.366,,,,,,,,,4070703.366,,,,,
,21528329.61,,,,,21528329.61,,,,,,,,,,,,,,
,,,,,,29620305.34,,,,,,,,,,,29620305.34,,,
28100723.11,,,,,,,,28100723.11,,,28100723.11,,,,,,,28100723.11,,
,,,,,,7458603.318,,,,,,,,,7458603.318,,,,,
,,,19094022.49,,,,,,,,,,,,,,19094022.49,,,
,,,,14143333.59,,14143333.59,,,,,,,,14143333.59,,,,14143333.59,,
,,,5447347.607,5447347.607,,,,,,,,,,,,,,,,
,,,,,,23249583.83,,,,,,,,,23249583.83,,,,,
,,,,4843494.152,,4843494.152,,,,,,,,,,,,,,
,,,,,,6081399.052,,,,,,,,,,,,,,
17838325.58,,,,,,,,17838325.58,,,17838325.58,,,,,,,17838325.58,,
,,,,,5164092.226,,,,,,,5164092.226,,,,,,,,
43847452.28,,,,,,,,,,,,,,,,43847452.28,,43847452.28,,
,,,,35566911.72,,35566911.72,,,,,,,,,,,,35566911.72,,
,,,,97603710.82,,97603710.82,,,,,,,,,,,,97603710.82,,
105628163.6,,,,,,105628163.6,,,,105628163.6,,,,,,,,,105628163.6,
,,,4328894.722,,,4328894.722,,,,,,,,,,,,,,
,,,17731924.26,,,17731924.26,,17731924.26,,,,,,,17731924.26,,,,,
,,,,,,9534868.608,,,,,,,,,,,,,,
60365651.03,,,60365651.03,60365651.03,,,,,,,,,,,,,,,,
,,,42197692.54,,,42197692.54,,,,,,,,,42197692.54,,,,,
,,,,,,47633552.6,,,,,47633552.6,,,47633552.6,,,,47633552.6,,
,,,30079154.51,,,30079154.51,,,,,,,,,,,,,,
,,,,,,26062960.63,,,,,,,,26062960.63,,,,26062960.63,,
,5556975.731,,5556975.731,,,,,5556975.731,,,,,,,,,,,,
,,,7153742.703,,,7153742.703,,,,,,,,,7153742.703,,,,,
,,,9951099.663,9951099.663,,9951099.663,,,,,,,,,,,,,,
,,,13618408.58,,,13618408.58,,,,,,,,,,,,,,
,,,,14876113.54,,14876113.54,,,,,,,,,14876113.54,,,,,
,,,,9441448.117,,,,,,,,,,9441448.117,,,,9441448.117,,
,,,,,,8618031.496,,,,,,,,,8618031.496,,,,,
,,,17624964.22,,,17624964.22,,,,,,,,,,,,,,
99577406.79,,,99577406.79,99577406.79,,,,,,,,,,,,,,99577406.79,,
160070881.4,,,,,,160070881.4,,,,160070881.4,,,,,,,,,160070881.4,
,,,,,,4800192.904,,,,,,,,4800192.904,,,,4800192.904,,
,,,9787545.316,,,,,,,,,,,,9787545.316,,,,,
,,,103735564.3,,,103735564.3,,,,,,,,,103735564.3,,,,,
,,,5171510.382,,,,,,,,,,,,,,,,,
,,,,5137176.071,,5137176.071,,,,,,,,,5137176.071,,,,,
,,,32010133.46,,,32010133.46,,,,,,,,,,,,,,
,,,11313418.86,,,11313418.86,,,,,,,,,,,,,,
,,,8516967.208,,,,,,,,,,,,,,,,,
,,,12681362.34,,,,,12681362.34,,,12681362.34,,,,,,,12681362.34,,
,,,,,,18791650.31,,,,,,,,,18791650.31,,,,,
,,,25453650.94,,,25453650.94,,,,,,,25453650.94,,25453650.94,,,,,
,,,5467719.585,,,5467719.585,,,,,,,,,5467719.585,,,,,
,,,,,,7285101.536,,,,,,,,,,,,,,
,,,,,,8422800.505,,,,,,,,8422800.505,8422800.505,,,,,
,,,,,,8884122.828,,,,8884122.828,,,,,,,,,,
,,,18797165.2,,,18797165.2,,,,,,,,,18797165.2,,,,,
67997672.49,67997672.49,,,,,,,,,,,,,,,,,67997672.49,,
,262091145.4,,,,,,,262091145.4,,,,,,,,,,,,
,132396084,,,,,132396084,,132396084,,,,,,,,,,,,
,,,6353164.038,,,6353164.038,,,,,,,,,6353164.038,,,,,
,,,,,,,,,,,14817702.57,,,,,14817702.57,,14817702.57,,
,,,,,,24731939.1,,,,,,24731939.1,,,,,,,,
,,,,,,8471885.27,,,,,,,,,8471885.27,,,,,
,108393699.5,,108393699.5,,,,108393699.5,108393699.5,,,108393699.5,,,108393699.5,,,,,,
,,,13871922.76,,,,,,,,,,,,,,,,,
,,,5750114.951,,,5750114.951,,,,,,,,,5750114.951,,,,,
28070606.5,,,,,,28070606.5,,,,,,,,,,,28070606.5,,,
,,,,46512902.09,,46512902.09,,,,,,,,,,,,,,
,,,,,,36819827.75,,36819827.75,,,36819827.75,,,,,,,,,
,,,10715186.86,,,,,,,,,,,,,,,,,
,,,,,,25992354.79,,,,,,,,,25992354.79,,,,,
6473961.782,6473961.782,6473961.782,6473961.782,,,,,6473961.782,,,,,,,,6473961.782,,,,
,,,,,,25904084.71,25904084.71,25904084.71,,,,,,,25904084.71,,,,,
20841390.16,,,20841390.16,,,,,,,,,,,,,,,,,
,27971501.27,27971501.27,27971501.27,,,,27971501.27,,,,,,,,27971501.27,,,,,
,,,,,,41867654.34,,,,,,41867654.34,,,,,,,,
,,,,,,120652440.9,,,,120652440.9,,,,,,,,,120652440.9,
,50431443.57,,,,,,,,,,,,,,,,,,,
,,,,,,12113717.29,,,,,,,,12113717.29,12113717.29,,,12113717.29,,
,,,,,,9782181.723,,,,,,,,,9782181.723,,,,,
34203923.95,,,,34203923.95,,,,,,,,,,,,,,34203923.95,,
,,,,,,22551802.1,,,,,,22551802.1,,,,,,,,
,18389190.17,,18389190.17,,,18389190.17,,,,,,,,,,,,,,
,,,8798706.865,,,8798706.865,,,,,,,,,,,,,,
58134413.91,,,,,,,,58134413.91,,,58134413.91,,,,,,,,,
,,,101279807.1,,,,,101279807.1,,,101279807.1,,,,,,,,,
,,,37544643.63,,,,,,,,,,,,37544643.63,,,,,
,,,,,,,,,,,59536339.32,,,59536339.32,,,,59536339.32,,
,,,,10208138.69,,10208138.69,,,,,,,,,,,,,,
,,,38456283.63,,,38456283.63,,,,,,,,,38456283.63,,,,,
,,,,,,92414550.09,,,,,,,,92414550.09,,,,92414550.09,,
,,,51105992.84,51105992.84,,,,,,,,,,,,,,51105992.84,,
45751239.48,,,,45751239.48,,45751239.48,,,,,,,,,,,,45751239.48,,
,35144148.75,,35144148.75,35144148.75,,,,,,,,,,,,,,,,
,,,,,,43169631.9,43169631.9,,,,,,,,,,,,,
27148376.97,,,27148376.97,,,,,,,,,,,,,27148376.97,,,,
,,,32755795.19,,,,,,,,,32755795.19,,,,,,,,
,,,28640533.61,,,,28640533.61,,,,,,,,28640533.61,,,,,
,,,7614190.42,,,7614190.42,,,,,,,,,,,,,,
40992826.89,,,40992826.89,40992826.89,,,,,,,,,,,,,,,,
45963602.63,,,,45963602.63,,45963602.63,,,,,,,,45963602.63,,,,45963602.63,,
,,,44321207.75,,,,44321207.75,,,,,44321207.75,,,,,,,,
,,,47547287.79,,,,,,,,,,,,47547287.79,,,,,
,,,21909358.03,,,,,21909358.03,,,21909358.03,,,,,,,21909358.03,,
110911253.6,110911253.6,,110911253.6,,,,,,,,,,,,110911253.6,,,,,
,,,,,,43496825.19,,,,,,,,,43496825.19,,,,,
,,,29134665.61,,,29134665.61,,,,,,,,,29134665.61,,,,,
13599911.84,13599911.84,13599911.84,,,,,13599911.84,,,,,,,,,13599911.84,,,,
,,,30012091.66,30012091.66,,,30012091.66,,,,,,,30012091.66,30012091.66,,,30012091.66,,
,,,27059598.77,,,,,,,,,,,,27059598.77,,,,,
59413387.22,,,,,,,,,,,59413387.22,,,,,59413387.22,,59413387.22,,
,,,,10899524.32,,10899524.32,,10899524.32,,,,,,,10899524.32,,,,,
,,,6984897.061,,,6984897.061,,,,,,,,,,,,,,
,,,,,,78811477.52,,,,,,,78811477.52,,78811477.52,,,,,
,,,,22652753.78,,22652753.78,,,,,,,,,,,,22652753.78,,
,,,11831327,,,,,,,,,,,,,,,,,
,,,,,,,,,,,25447736.24,,,,,,,,,
,,,,16861202.45,,,,,,,,,,16861202.45,,,,16861202.45,,
,,,51979643.12,,,,,,,,,,,,51979643.12,,,,,
,,,27201102.86,27201102.86,,27201102.86,,,,,,,,,,,,,,
,,,,,,,,,,,24400997.82,,,,,,,,,
135842130.8,,,,,,,,135842130.8,,,,,,,,,,135842130.8,,
,,,,75530695.16,,75530695.16,,,,,,,,75530695.16,,,,75530695.16,,
,,,,,,39958417.6,,,,,,39958417.6,,,39958417.6,,,,,
,,,,,,10820935.43,,,,,,,,,10820935.43,,,,,
,,,7588231.304,,,7588231.304,,,,,,,,,,,,,,
193047688.9,,,193047688.9,193047688.9,,,,,,,,193047688.9,,,193047688.9,,,193047688.9,,
46378775.06,,,46378775.06,,,,,,,,46378775.06,,,,,,,,,
,,,,,,11431225.71,,,,,,,,,,,,,,
,,,22583075.15,,,,,,,,,,,,22583075.15,,,,,
,,,10026184.94,,,10026184.94,,,,,,,,,,,,,,
46610637.01,,,,,,,,46610637.01,,,46610637.01,,,,,,,46610637.01,,
,,,,,,42149164.66,,,,,,,,,,,,,,
,,,60091601.28,,,,,,,,,,,,,,,,,
,,,,,,48321684.7,,,,,,48321684.7,48321684.7,,,,,,,
,25333859.14,,,,,25333859.14,25333859.14,,,,,,,,,,,,,
29841217.6,,,,29841217.6,,29841217.6,,,,,,,,,,,,29841217.6,,
,,,23748463.62,23748463.62,,,23748463.62,,,,,,,,,,,,,
,,,9168509.79,,,9168509.79,,,,,,,,,,,,,,
,,,55392666.95,55392666.95,,,,,,,,,,,55392666.95,,,,,
,,,17810698.79,,,,,,,,17810698.79,,,,,,,,,
,,,,,,,,,,,16637102.1,,,,,,,,,
65330872.27,,,,,,,,,,,65330872.27,,,,,65330872.27,,65330872.27,,
,,,,,,,,,,,29018814.64,,,,,,,29018814.64,,
18410194.82,18410194.82,,,,,,,18410194.82,,,,,,,,18410194.82,,18410194.82,,
,,,,,,44783800.17,,,,44783800.17,,,,,,,,,,
,,,30058065.26,,,,,,,,,,,,,,,,,
,,,,,,30222756.69,,,,30222756.69,,,,,,,,,30222756.69,
8564084.507,,,,,,8564084.507,,,,,,,,,,,,,,
,,,19473052.98,,,19473052.98,,,,,,,,,,,,,,
,,,,,,15012819.74,,,,,,15012819.74,,,,,,,,
,,,,,,25845866.15,,,,,,25845866.15,,,,,,,,
,112250474.5,112250474.5,,,,,112250474.5,112250474.5,,,,,,,,,,,,
,,,12686503.59,12686503.59,,,,,,,,,,12686503.59,,,,,,
11356132.71,,,11356132.71,11356132.71,,,,,,,,,,,,,,,,
,,,22434772.05,,,,22434772.05,22434772.05,,,,,,,22434772.05,,,,,
,61829905.52,,,,,61829905.52,,,,,,,,,,,,61829905.52,,
,,,47636828.58,,,47636828.58,,,,,,,,,47636828.58,,,,,
,,,30398289.43,,,,,,,,,,,30398289.43,,,,,,
21679350.07,,,21679350.07,,,,,,,,,,,,,,,,,
,,,,,,80167485.92,,,,,,,,,,,,,80167485.92,
,,,9644943.347,,,9644943.347,,,,,,,,,9644943.347,,,,,
,,,16126717.78,,,16126717.78,,,,,,,,,16126717.78,,,,,
,,,13866830.54,,,,,,,,,,,,,,,,,
40592108.55,40592108.55,,,,,,,,,,40592108.55,,,,,,,40592108.55,,
,,,36749538.69,,,,,,,,,,,,,,,,36749538.69,
,,,35531544.37,,,,,,,,,,,,35531544.37,,,,,
,,,15525618.02,,,,15525618.02,,,,,,,,,,,,,
,,,,,,16880843,,,,,,16880843,,,,,,,,
,,,,,,19944718.94,19944718.94,,,,,,,,,,,,,
,,,,,,26223902.45,,,,,,,,,26223902.45,,,,,
,,,,,,,,,,,19587043.47,,,,,,,,,
,,,,,,84736709.11,,,,84736709.11,,,,,,,,84736709.11,,
50044192.53,,,50044192.53,50044192.53,,,,,,,,,,,,,,,,
14973246.16,,,,,,,,14973246.16,,,14973246.16,,,,,14973246.16,,14973246.16,,
53452568.11,,,,,,,,,,,53452568.11,,,,,53452568.11,,,,
,,,,,,,,,,,20580925.89,,,,,,,,,
,,,38186513.63,,,,38186513.63,,,,,,,,,,,,,
,,,,,,15783679.4,,,,,,,,,,,,,,
,,,,34551768.06,,34551768.06,,,,,,,,,,,,34551768.06,,
,,,,33506011.36,,33506011.36,,,,,,,,,,,,33506011.36,,
,,,,69490805.96,,69490805.96,,,,,,,,,,,,69490805.96,,
,,,,,,,,,,,46416375.07,,,,,,,,,
88232685.12,88232685.12,,88232685.12,88232685.12,,,,,,,,,,,,,,,,
,,,,,,,,,,,30021413.89,,,,,,,,,
,,,47439468.68,,,,,,,,,,,,47439468.68,,,,,
54444010.51,54444010.51,,,,,,,54444010.51,,,,,,,,54444010.51,,54444010.51,,
,29263136.77,,,29263136.77,,,,,,,,,,29263136.77,,29263136.77,,29263136.77,,
,,,,,,43761261.29,,,,,,,,,43761261.29,,,,,
41206566.74,,,,41206566.74,,,,,,,,,,,,,,41206566.74,,
,,,,,,,,,,,16251960.61,,,16251960.61,,,,,,
,,,,,,93850916.18,,,,93850916.18,,,,,,,,93850916.18,93850916.18,
,,,,,,14255720.06,,,,,,,,,,,,,,
,,,,,,45384112.45,45384112.45,45384112.45,,,,,,,,,,,,
90289138.52,,,,,,90289138.52,,90289138.52,,,,,,,90289138.52,,,,,
,,,14647795.06,,,14647795.06,,,,,,,,,14647795.06,,,,,
,,,18828686.38,,,,,,,,18828686.38,,,,,,,18828686.38,,
131962262.3,,,,131962262.3,,,,,,,,,,131962262.3,,,,131962262.3,,
,,,43190612.21,,,,,,,,,,,,,,,,,
,,,34503213.53,,,,,,,,,,,,,,,,,
,,,,,,15081421.5,,,,,15081421.5,,,,,,,15081421.5,,
,,,65482464.32,,,,65482464.32,,,,,,,,65482464.32,,65482464.32,,,
,,,,,,11837361,,,,,,,,,,,,,,
96167419.76,,,,,,,,,,,96167419.76,,,,,96167419.76,,,,
,,,26972027.72,,,,,,,,,,,,,,,,,
,78878858.49,,,,,78878858.49,,,,,,,,,78878858.49,,,,,
,,,,,,13721451.03,,,,,,,,,,,,,,
,,,,14962254.75,,14962254.75,,,,,,,,,,,,,,
,,,30961266.89,,,30961266.89,,,,,,,,,30961266.89,,,,,
,,,48705672.18,,,,,,,,,,,,48705672.18,,,,,
40065152.46,,,40065152.46,40065152.46,,,,,,,,,,,,,,,,
,,,,64200088.3,,64200088.3,,,,,,,,,,,,,,
,,,18932120.55,,,,,,,,,,,,18932120.55,,,,,
,,,52311232.18,,,52311232.18,,,,,,,,,52311232.18,,,,,
,,,18309141.39,,,18309141.39,,,,,,,,,18309141.39,,,,,
,11224625.42,,11224625.42,,,11224625.42,,,,,,,,,,,,,,
,,,,,,,,,,,,,,61521382.69,,,,61521382.69,,
,,,21722722.75,,,21722722.75,,,,,,,,,,,,,,
,70380056.25,70380056.25,70380056.25,,,,70380056.25,,,,,,,,,,,,,
,,,,,,13450351.61,,,,,,13450351.61,,,,,,,,
,,,,,,28755411.17,,,,,,,,,28755411.17,,,28755411.17,,
100252665.1,,,,100252665.1,,100252665.1,,,,,,,,,,,,100252665.1,,
,,,15377374.11,,,,,,,,,,,,,,,,,
,,,74534095.61,,,74534095.61,,,,,,,,,74534095.61,,,,,
,,,,46367218.3,,46367218.3,,,,,,,,,,,46367218.3,,,
,,,,20443241.02,,20443241.02,,,,,,,,,,,,20443241.02,,
,204408780.2,,204408780.2,,,,204408780.2,204408780.2,,,,,,,,,,,,
25668748.82,,,,25668748.82,,,,,,,,,,,,,,25668748.82,,
,,,38526860.15,,,38526860.15,,,,,,38526860.15,,,38526860.15,,,,,
,,,51370918.03,,,,,,,,,,,,51370918.03,,,,,
,,,,,,,,23518203.63,,,23518203.63,,,,,,,,,
,,,,55531769.37,,55531769.37,,,,,,,,55531769.37,,,,55531769.37,,55531769.37
,,,16889879.79,,,,,16889879.79,,,,,,,,,,,,
,,,,39922555.54,,,,39922555.54,,,39922555.54,,,,,,,,,
,,,,63578158.07,,63578158.07,,,,,,,,,,,,,,
,,,31015823.8,,,,,,,,31015823.8,,,,,31015823.8,,,,
,,,,,,,,,,,30323131.47,,,30323131.47,,,,30323131.47,,
,,,,,,15820240.52,,,,,15820240.52,,,,,,,15820240.52,,
,,,,,,,,,,,,,,,,22915165.94,,22915165.94,,
,,,,,,,,,,,19687971.03,,,,,,,,,
,,,,,,26106459.23,,,,,,,,26106459.23,,26106459.23,,26106459.23,,
,,,17931196.96,17931196.96,,17931196.96,,,,,,,,,,,,,,
,,,14563968.77,,14563968.77,,,,,,,14563968.77,,,,,,,,
,,,,,,11071158.79,,,,,,11071158.79,,,11071158.79,,,,,
,,,,,,13324937.3,,,,,,,,,,,,,,
,,,11194579.46,,,,,,,,,,,,,,,,,
,,,48299254.3,,,,,48299254.3,,,48299254.3,,,,48299254.3,,,,,
362946261.5,362946261.5,,,,,,,362946261.5,,,,,,,,,,,,
,,,41282009.39,,,,,,,,,,,,,,,,,
43518270.96,,,,,,43518270.96,,,,,,,,,,,,43518270.96,,
182979054.6,,,182979054.6,182979054.6,,,,,,,,,,,,,,182979054.6,,
,,,,,,149900148.9,,,,,,,,149900148.9,,,,149900148.9,,
,,,,,,41382110.73,,,,,,,,,,,,,,
,,,,,,12506297.68,,,,,12506297.68,,,12506297.68,,,,12506297.68,,
,,,,,,12966472.04,,,,,,,,,,,,,,
33983208.78,,,,,,,,,,,33983208.78,,,,,33983208.78,,33983208.78,,
112989231.5,,,112989231.5,,,,,,,,,,,,,,,,,
,,,,33922685.31,,33922685.31,,,,,,,,,33922685.31,,,33922685.31,,
,,,,21253387.05,,21253387.05,,,,,,,,,,,,,,
,,,,,,13575544.77,,,,,13575544.77,,,13575544.77,,,,13575544.77,,
,,,,,,30060279.97,,,,,,30060279.97,,,30060279.97,,,,,
,,,,30784466.73,,30784466.73,,,,,,,,,,,,30784466.73,,
52607809.84,52607809.84,,,52607809.84,,,,52607809.84,,,,,,52607809.84,,,,52607809.84,,
,,,,,,28500258.1,,,,,,,,,,,,,,
,,,,,,13543364.43,,13543364.43,,,,,,,,,,,,
,,,,,12851290.2,12851290.2,,,,,,,,,,,12851290.2,,,
,,,41057456.28,,,,,,,,,,,,41057456.28,,,,,
,,,,,,30118555.19,,30118555.19,,,,,,,30118555.19,,,,,
,,,30384700.77,,,30384700.77,,,,,,,,,,,,,,
,,,,,,37445605.25,,,,,,,,,,,37445605.25,,,
,77741438.61,,77741438.61,,,,,,,,,,,,,,,,,
,,,14680945.6,,14680945.6,,,,,,,,,,,,,,14680945.6,
,23465985.34,,23465985.34,,,,,,,,,,,,,,,,,
,,,,,,,,,,,16353822.09,,,16353822.09,,,,16353822.09,,
,,,25509828.29,,,25509828.29,,,,,,,,,,,,,,
37348221.91,,,,37348221.91,,37348221.91,,,,,,,,,37348221.91,,,37348221.91,,
,,,23859530.09,23859530.09,,,,,,,,,,,,,,,,
,,,,,,12275206.03,,,,,,,,,,,12275206.03,,,
,,,23365550.12,,,23365550.12,,,,,,,,,,,,,,
,,,17336201.43,,,,,,,,17336201.43,,,,,,,,,
,,,,,,18951075.56,,,,,,,,,18951075.56,,,,,
,,,23083422.69,,,,,,,,,,,,,,,,,
,,,46133126.38,,,46133126.38,,,,,,,,,46133126.38,,,,,
51925230.98,51925230.98,,,,,,,51925230.98,,,,,,,,51925230.98,,51925230.98,,
,,,,,,22870992.85,,,,,,,,,,,,,,
,,,,21048089.43,,,,,,,21048089.43,,,,,,,,,
,,,,,,73119422.1,,,,,,,,,,,,,,
,,,,,,66942924.17,,,,66942924.17,,,,,,,,,,
,,,,,,34740295.13,,,,,,,,,,,,34740295.13,,
,54231963.12,,54231963.12,,,,54231963.12,54231963.12,,,,,,,,,,,,
14562637.27,,,14562637.27,,,,,,,,,,,,14562637.27,,,,,
,29179937.48,,29179937.48,,,,29179937.48,29179937.48,,,,,,,,,,,,
,,,24537482.54,,,24537482.54,,,,,,24537482.54,,,,,,,,
41668077.58,41668077.58,,41668077.58,,,,41668077.58,,,,,,,,,41668077.58,,,,
,,,33424258.97,,,,,,,,,,,,,,,,,
,88343914.1,88343914.1,,,,88343914.1,88343914.1,88343914.1,,,,,88343914.1,88343914.1,88343914.1,,,,,
,,,,23923948.29,,23923948.29,,,,,,,,,,,,23923948.29,,
23837283.26,,,,,,,,,,,,,,,,23837283.26,,23837283.26,,
,,,55904144.74,55904144.74,,,,,,,,,,,,,,,,
,,,,,,,,44539624.63,,,44539624.63,,,44539624.63,,,,44539624.63,,
,,,,,,20570557.05,,,,,,,,20570557.05,,,,,,
,,,,,13154216.33,,,,,,,,,,,,,,,
,,,137404650.8,137404650.8,,,,,,,,,,,,,,,,
,37200842.34,,37200842.34,,,37200842.34,,,,,,,,,,,,,,
211263559.5,211263559.5,,,,,,,,,,211263559.5,,,,,211263559.5,,211263559.5,,
33655915.41,,,,,,,,33655915.41,,,33655915.41,,,,,,,33655915.41,,
,,,,,,22159424.48,,,,,,,,,,,,,,
,,,,,,47788012.55,,,,,,,,,47788012.55,,,,,
,,,35229001.58,,,,,,,,,,,,35229001.58,,,,,
25719841.52,,,,,,,,25719841.52,,,25719841.52,,,25719841.52,,,,25719841.52,,
,,,,,,,,,,,15074935.66,,,15074935.66,,,,,,
138388755.5,138388755.5,,,,,,,,,,,,,,,138388755.5,,138388755.5,,
,,,26806574.36,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,67528653.3,67528653.3,,67528653.3,,
,,,,,,39400470.67,,,,,,,,,,,,,,
,,,,,,,,,,,30852277.43,,,30852277.43,,,,30852277.43,,
,,,39624653.47,39624653.47,,,39624653.47,,,,,,,,,39624653.47,,,,
,,,,,,22460391.09,,,,,,,,,,,,,,
,,,,,,35966738.72,,,,35966738.72,,,,,,,,,,
58000583.95,58000583.95,,,,,,,,,,,,,,,58000583.95,,58000583.95,,
,,,73729580.5,,,,73729580.5,73729580.5,,,,,,,,,,,,
,,,,,81448684.65,,,,,,,81448684.65,,,,,,,,
,,,,110846853.3,,110846853.3,,,,,,,,110846853.3,,,,110846853.3,,
,,,83383044.26,,,,,,,,,,,,,,,,,
,,,22514362.57,,,,,,,,,,,,,,,,,
,,,25969453.35,,,,,,,,,,,,25969453.35,,,,,
