BudgetAction,BudgetAdventure,BudgetAnimation,Budget Comedy,BudgetCrime,BudgetDocumentary,BudgetDrama,BudgetFamily,BudgetFantasy,BudgetFilm-Noir,BudgetHistory,BudgetHorror,BudgetMusic,BudgetMusical,BudgetMystery,BudgetRomance,BudgetSci-Fi,BudgetSport,BudgetThriller,BudgetWar,BudgetWestern
56497096.4,,,,56497096.4,,56497096.4,,,,,,,,,,,,56497096.4,,
,37459625.96,,,,,,,,,,,,,37459625.96,,,,37459625.96,,
92549467.28,,,,,,92549467.28,,,,,,,,,,,,92549467.28,92549467.28,
,,,,,,41046325.2,,,,,41046325.2,,,,,41046325.2,,41046325.2,,
,,,74155668.8,,,,,,,,,,,,,,,,,
,,,84745644.6,,,,84745644.6,,,,,,,,84745644.6,84745644.6,,,,
,,,,,,105856118.8,,,,,,,,,105856118.8,,,,,
,,,,61800677.58,,61800677.58,,,,,,,,61800677.58,,,,61800677.58,,
170052204.7,170052204.7,170052204.7,170052204.7,,,,170052204.7,170052204.7,,,,,,,,170052204.7,,,,
79077566.19,,,,,,79077566.19,,,,,,,,,,,,79077566.19,,
74436113.24,74436113.24,,74436113.24,74436113.24,,,,,,,,74436113.24,,74436113.24,,,,,,
,,,54084945.52,,,,,,,,,,,,54084945.52,,,,,
46981885.3,,,,46981885.3,,,,,,,,,,,,,,46981885.3,,
,148968911,148968911,148968911,,,,148968911,,,,,,,,,148968911,,,,
,,,,,,45187180.68,,,,,,,,,,,45187180.68,,,
34453382.55,34453382.55,,,,,34453382.55,34453382.55,,,,,,,,,,,,,
34333709.77,,,34333709.77,,,34333709.77,,,,,,,,,,,,,34333709.77,
,,,40877310.92,,,40877310.92,,,,,,,,,,,,,,
41056718.43,41056718.43,,,,,,,41056718.43,,,,,,,,,,,41056718.43,
,,,,,,49636734.69,,,,,,,,,,49636734.69,,49636734.69,,
,,,,,,42430903.43,,,,42430903.43,,,,,,,,,42430903.43,
62132373.43,62132373.43,,,,,,,62132373.43,,,,,,,,,,,,
,,,84745644.6,,,84745644.6,,,,,,,,,,,,,,
,,,70040130.05,,,,,,,,,,,,70040130.05,,70040130.05,,,
117822837.4,117822837.4,,117822837.4,,,,,117822837.4,,,,,,,,,,,,
,,,72995198.08,,,72995198.08,,,,,,,,,72995198.08,,,,,
,64377977.77,,64377977.77,,,64377977.77,,,,,,,,,,,,,,
56684068.24,,,,,,,,,,,,,,,,56684068.24,,56684068.24,,
,,,,,,84451388.89,,84451388.89,,,,,,84451388.89,,,,84451388.89,,
39898293.96,,,39898293.96,,,,,,,,,,,,,39898293.96,,,,
64875966.92,,,,,,,,64875966.92,,,64875966.92,,,,,64875966.92,,64875966.92,,
73096302.1,,,,,,,,73096302.1,,,73096302.1,,,,,,,,,
49636734.69,49636734.69,,49636734.69,,,49636734.69,,,,,,,,,,,,49636734.69,,
,,,42225694.44,,,42225694.44,,,,,,,,,42225694.44,,,,,
,93963770.6,,93963770.6,,,93963770.6,,93963770.6,,,,,,,93963770.6,,,,,
,,,,60322420.63,,60322420.63,,,,,,,,60322420.63,,,,60322420.63,,
32960361.38,,,32960361.38,32960361.38,,,,,,,,,,,,,,32960361.38,,
,,,79328114.81,79328114.81,,,,,,,,,,,79328114.81,,,,,
,,,,,,,,,,,,,,50192148.95,,,,50192148.95,,
,,,,,,109592217.1,,,,,,,,,,,109592217.1,,,
62171602.2,,,,,,,,,,,62171602.2,,,,,,,62171602.2,,
,,,,33898257.84,,33898257.84,,,,,,,,,33898257.84,,,33898257.84,,
,,,,,,36193452.38,,,,,,,,,36193452.38,,,,,
,37725729.93,,,37725729.93,,37725729.93,,,,,,,,,37725729.93,,,,,
,,,,34103505.42,,34103505.42,,,,,,,,,,,,34103505.42,,
,,,,,,48067193.68,,,,,,,,,,,,,,
125285027.5,125285027.5,,,,,,,,,,,,,125285027.5,,125285027.5,,,,
32823211.88,32823211.88,,,,,32823211.88,,,,32823211.88,,,,,32823211.88,,,,,
,,,,62268305.17,,62268305.17,,,,,,,,,,,,62268305.17,,
,,,65753519.16,,,65753519.16,,,,,,,,,65753519.16,,,,,
67606181.9,,,,67606181.9,,67606181.9,,,,,,,,67606181.9,,,,67606181.9,,
87699519.23,,,87699519.23,87699519.23,,,,,,,,,,,,,,87699519.23,,
,,,,,,68020881.89,,,,,,68020881.89,,,,,,,,
48162376.24,48162376.24,,,,,,,48162376.24,,,,,,,,,,,,
,36121782.18,,,,,36121782.18,,,,,,,,,36121782.18,,,,36121782.18,
,,,,58906054.81,,58906054.81,,,,,,,,58906054.81,,,,58906054.81,,
57999816.56,,,,,,,,,,,,,,,,,,57999816.56,,
,,,56041474.65,,,,,,,,,,56041474.65,,,,,,,
32437983.46,,,,32437983.46,,32437983.46,,,,,,,,,,,,,,
62146806.04,62146806.04,,,,,,,,,,,,,,,62146806.04,,,,
66922865.27,,,66922865.27,,,,,66922865.27,,,,,,,66922865.27,,,,,
,,,,,,52556542.62,,,,,,,,52556542.62,52556542.62,,,52556542.62,,
108169891,108169891,,,,,,,,,,,,,,,108169891,,,,
,79357695.53,79357695.53,79357695.53,,,,79357695.53,,,,,,,,,79357695.53,,,,
79796587.93,,,,79796587.93,,,,,,,,,,,,,,79796587.93,,
38453754.94,,,38453754.94,38453754.94,,,,,,,,,,,,,,38453754.94,,
83653581.58,,,83653581.58,,,,,,,,,,,,83653581.58,,,83653581.58,,
,40687360.59,,,,,,,40687360.59,,,,,,40687360.59,,,,40687360.59,,
66106762.34,,,,66106762.34,,66106762.34,,,,,,,,66106762.34,,,,66106762.34,,
57940179.99,57940179.99,,,,,57940179.99,,,,,,,,,,,,57940179.99,,
55479014.6,55479014.6,,55479014.6,,,,,55479014.6,,,,,,,,,,,,
,,,,,,30901429.33,,,,,,,,,30901429.33,,,,,
134180603.9,,,,,,,,,,,134180603.9,,,,,134180603.9,,134180603.9,,
,,,53513751.38,,,,,,,,,,,,,,,,,
41097081.41,,,41097081.41,41097081.41,,,,,,,,,,,,,,,,
,53955179.16,,53955179.16,,,,,53955179.16,,,,,,,,,,,,
,,,30657983.19,,,30657983.19,,,,,,,,,30657983.19,,,,,
,,,,35191472.94,,35191472.94,,,,35191472.94,,,,,,,,,,35191472.94
39538783.09,,,,39538783.09,,39538783.09,,,,,,,,,,,,39538783.09,,
,,,,,,62006373.49,,,,,,,,,,,,62006373.49,,
,,,,,,80294717.89,,,,,,,,,,,,80294717.89,,
,,,51502382.21,51502382.21,,,,,,,,,,,,,,51502382.21,,
76961859.76,76961859.76,,76961859.76,,,,,,,,,,,,,,,,,
,,,65521411.98,,,65521411.98,,,,,,,,,65521411.98,,65521411.98,,,
,,,,135212363.8,,135212363.8,,,,,,,,,,,,,,
41046325.2,,,,41046325.2,,41046325.2,,,,,,,,41046325.2,,,,41046325.2,,
,,,42430903.43,,,,42430903.43,42430903.43,,,,,,,,,,,,
120644841.3,120644841.3,,,,,,120644841.3,120644841.3,,,,,,,,,,,,
,,,,,,,,62642513.74,,,62642513.74,,,62642513.74,62642513.74,,,,,
,,,,31134152.59,,31134152.59,,,,,,,,31134152.59,,,,31134152.59,,
50668722.14,,,,,,50668722.14,,,,50668722.14,,,,,,,,,50668722.14,
,,,,,,42225694.44,,,,,,,,,,42225694.44,,,,
,136320887.1,,,,,136320887.1,,,,,,,,,,136320887.1,,136320887.1,,
48067193.68,,,,,,,,,,,,,,,,,,,,48067193.68
45347254.59,45347254.59,,,,,,,45347254.59,,,,,,,,,,45347254.59,,
,,,,29746720.04,,29746720.04,,,,,,,,29746720.04,,,,,,
93636188.64,93636188.64,,,,,,,,,,,,,,,93636188.64,,,,
,,,,,,30409110.68,,,,,,,,,,,,30409110.68,,
,,,35811533.74,,,,35811533.74,,,,,,,,,,,,,
,137334839.1,,,,,137334839.1,,,,,,,,,,137334839.1,,,,
,29340825.4,,,,,,,,,,,,,,,,,,29340825.4,29340825.4
31134152.59,31134152.59,,,,,,,31134152.59,,,31134152.59,,,,,,,,,
33803090.95,,,,33803090.95,,33803090.95,,,,,,,,,33803090.95,,,33803090.95,,
,,,,34764107.99,,,,,,,34764107.99,,,34764107.99,,,,34764107.99,,
,,,,,,48257936.51,,,,48257936.51,,,,,48257936.51,,,,,
,33287408.76,,,,,33287408.76,,33287408.76,,,,,,,,,,,,
,,,,30784743.9,,30784743.9,,,,30784743.9,,,,,,,,30784743.9,,
72386904.76,,,,72386904.76,,,,,,,,,,,,,,72386904.76,,
,,116792316.9,,,,,116792316.9,116792316.9,,,,116792316.9,,,,,,,,
,,,,,,,31980484.43,31980484.43,,,,31980484.43,,,,,,,,
,29326227.45,,29326227.45,,,29326227.45,,,,,,,,,29326227.45,,,29326227.45,29326227.45,
,28342034.12,,,,,28342034.12,,,,,,,,,,,,,,
,,,,,,36115617,,,,,,,,36115617,,36115617,,36115617,,
,,,,,,,,,,,,,,55476350.54,,,,55476350.54,,
41056718.43,,,,,,41056718.43,,41056718.43,,,41056718.43,,,,,,,41056718.43,,
42225694.44,42225694.44,,,,,,42225694.44,,,,,,,,,42225694.44,,,,
,,,,,,87175627.24,,,,87175627.24,,,,,,,,87175627.24,,
198394238.8,198394238.8,,,,,,,,,,,,,,,198394238.8,,198394238.8,,
102737180,102737180,,,,,,,,,,,,,,,,,,,
39678847.77,,,,39678847.77,,,,,,,,,,39678847.77,,,,39678847.77,,
,,,72717438.57,,,,,,,,,,,,,,,,,
45187180.68,,,,45187180.68,,,,,,,,,,,,,,45187180.68,,
,,,40877310.92,,,40877310.92,,,,,,,,,,,40877310.92,,,
,,,,,,36541466.35,,,,36541466.35,,,,,,,,,,
56684068.24,,,,56684068.24,,56684068.24,,,,,,,,56684068.24,,,,56684068.24,,
41072393.54,,,,41072393.54,,41072393.54,,,,,,,,,,,,41072393.54,,41072393.54
87776246.72,87776246.72,,,,,,,,,,,,,,87776246.72,,,87776246.72,,
,,,27884527.19,,,27884527.19,,,,,,,,,27884527.19,,27884527.19,,,
,,,,,,28248548.2,,,,,,,,,28248548.2,,,,,28248548.2
,,,,,,32437983.46,,,,32437983.46,,,,,,,,32437983.46,,
,,,,,,47671501.37,,,,,,,,,,,,47671501.37,,
,175957364.7,175957364.7,175957364.7,,,,175957364.7,,,,,,,,,,,,,
,,,,29453027.41,,29453027.41,,,,,,29453027.41,,,,,,29453027.41,,
72717438.57,,,,72717438.57,,72717438.57,,,,,,,,,,,,72717438.57,,
,,,30501346.96,,,30501346.96,,,,,,,,,30501346.96,,,,,
,,,,,,39678847.77,,,,39678847.77,,,,,39678847.77,,,,,
102548115.1,,,,102548115.1,,,,,,,,,,,,,,102548115.1,,
89230487.02,89230487.02,89230487.02,,,,,89230487.02,89230487.02,,,,,,,,,,,,
,,,28241987.92,,,28241987.92,,,,,,,,,,,,,,
,,,,,,28241987.92,,,,,,,,,,,,,,
43797118.85,43797118.85,,,,,,,,,,,,,,,43797118.85,,,,
38453754.94,,,,,,,,,,,38453754.94,,,,,38453754.94,,,,
189423676,,,,,,,,,,,,,,,,,,,,
,,,34333709.77,,,,,,,,,,,,34333709.77,,,,,
48162376.24,48162376.24,,,,,,,,,,,,,,,,,,,48162376.24
,,,,,,37360983.1,,,,,,,,,,,,,,
,,,,,,33898257.84,,,,,,,,33898257.84,,,,33898257.84,,
,,,,26623068.34,,26623068.34,,,,,,,,,,,,26623068.34,,
118939272.7,,,,,,118939272.7,,,,,,,,,,118939272.7,118939272.7,,,
82113436.87,,,,,,82113436.87,,,,,,,,,,,,82113436.87,,
,,,,,,43797118.85,,43797118.85,,,,,,,,,,43797118.85,,
,60322420.63,60322420.63,60322420.63,,,,60322420.63,60322420.63,,,,,,,,,,,,
,,,,,,43404461.44,,,,,,,,,,,,43404461.44,43404461.44,
,,,85026102.36,,,85026102.36,,,,,,,,,,,,,,
,,,102548115.1,,,,,,,,,,,,102548115.1,,,,,
145925919.8,,,145925919.8,,,,,145925919.8,,,,,,,,145925919.8,,,,
,,,,58652454.9,,58652454.9,,,,,,,,,,,,58652454.9,,
,30499276.55,,,,,,,,,,,,,,,30499276.55,,30499276.55,,
41200451.72,,,,41200451.72,,41200451.72,,,,,,,,,,,,41200451.72,,
,26101047.39,,,,,,26101047.39,26101047.39,,,,,,,,,,,,
49814644.14,,,49814644.14,,,,,,,,,,,,,,,,,
52202094.78,,,,52202094.78,,,,,,,,,,52202094.78,,52202094.78,,52202094.78,,
,,,,,,78419146.83,,,,,,,,,,,78419146.83,,,
,,,,,,29233173.08,,,,,,,,,,,,29233173.08,,
,113368136.5,,,,,113368136.5,113368136.5,113368136.5,,,,,,,,,,,,
,59685889.57,59685889.57,59685889.57,,,59685889.57,59685889.57,59685889.57,,,,,59685889.57,,,,,,,
96051854.4,,,,,,,,,,,,,,,,,,96051854.4,,
,26484167.43,,,,,26484167.43,,,,,,,,,,,,,,
,,,65646423.75,,,65646423.75,,,,,,,,,,,,,,
37411485.04,,,,,,,,,,,37411485.04,,,37411485.04,,37411485.04,,37411485.04,,
91203699.85,91203699.85,,91203699.85,91203699.85,,,,,,,,,,91203699.85,,,,91203699.85,,
,,,34010440.94,,,34010440.94,,,,,,34010440.94,,,,,,,,
158656229.6,158656229.6,,158656229.6,158656229.6,,,,,,,,,,,,,,,,
,,,,,,68020881.89,,,,68020881.89,,,,,,,68020881.89,,,
,35915534.55,,,,,35915534.55,,,,,,,,,,,,35915534.55,,
,120056329.8,,120056329.8,,,,120056329.8,,,,,,,,,,,,,
147378577.4,,,,,,147378577.4,,,,,,,,147378577.4,,147378577.4,,,,
56041474.65,,,,56041474.65,,56041474.65,,,,,,,,,,,,56041474.65,,
,85258763.54,,,,,85258763.54,,,,,85258763.54,,,,,,,85258763.54,,
,,,35915534.55,,,,,,,,,,,,,,,,,
27042472.76,,,,,,27042472.76,,,,,,,,,,27042472.76,,27042472.76,,
,,,75915006,,,75915006,,,,,,,,,,,,,,
,,,,,,169451927.5,,169451927.5,,,,,,,169451927.5,,,,,
,,,35707058.16,35707058.16,,,,,,,,,,35707058.16,35707058.16,,,,,
,58265168.34,58265168.34,58265168.34,,,,58265168.34,,,,,,,,,,,,,
35958013.01,,,,35958013.01,,35958013.01,,,,,,,,,,,,35958013.01,,
,,,58141316.43,,,,,,,,,,,,58141316.43,,,,,
,,,65920722.76,,,65920722.76,,,,,,,,,,,,,,
,,,,25085470.85,,25085470.85,,,25085470.85,,,,,25085470.85,,,,25085470.85,,
54207545.12,,,54207545.12,,,,,54207545.12,,,,,,,,,,,,
40287975.46,,,,40287975.46,,40287975.46,,,,40287975.46,,,,,,,,,,40287975.46
44493401.28,,,,44493401.28,,,,,,,,,,,,,,44493401.28,,
,,,,,,31367658.73,,,,,,,,,31367658.73,,,,,
,,,,,,28241987.92,,,,,,,,28241987.92,,28241987.92,,28241987.92,,
25335416.67,25335416.67,,,,,,,,,,,,,,,,,,,
,,,,,,31134152.59,,,,,,,,,,,31134152.59,,,
,,,,67606181.9,,,,,,,,,,67606181.9,,,,67606181.9,,
128421475,128421475,,,,,128421475,,,,,,,,,,,,,,
,,,,,,24907322.07,,,,24907322.07,,,,,,,24907322.07,,,
,,,47324327.33,,,,47324327.33,,,,,47324327.33,47324327.33,,,,,,,
,,,,,,30213664.6,,,,,,30213664.6,,,30213664.6,,,,,
,,,62132373.43,,,,,,,,,,,,,,62132373.43,,,
,,,26442704.94,,,,,,,,,26442704.94,,,,,,,,
51502382.21,,,51502382.21,51502382.21,,,,,,,,,,,,,,,,
,,,,,,52787209.41,,52787209.41,,,,,52787209.41,,52787209.41,,,,,
57680632.41,,,,57680632.41,,57680632.41,,,,,,,,,,,,57680632.41,,
51307906.51,,,,51307906.51,,51307906.51,,,,,,,,,,,,51307906.51,,
,,,,,,90129168.87,,,,,,,90129168.87,,90129168.87,,,90129168.87,,
31134152.59,,,31134152.59,31134152.59,,31134152.59,,,,,,,,,,,,31134152.59,,
68858835.32,,,,,,,,,,,68858835.32,,,,,68858835.32,,68858835.32,,
,,,,,,42079584.78,,,,42079584.78,,,,,,,,,42079584.78,
,,,,,,73689288.71,,73689288.71,,,,,,,,,,73689288.71,,
25334361.07,,,,,,25334361.07,,,,,,,,,,,,,,25334361.07
121172028.8,,,,,,,,121172028.8,,,121172028.8,,,121172028.8,,,,,,
,,,45187180.68,,,,,,,,,,,,45187180.68,,,,,
,,,,34764107.99,,34764107.99,,,,,,,,34764107.99,,,,34764107.99,,
,,,,,,41056718.43,,,,,,,,,,,,41056718.43,41056718.43,
,,,,24338225.48,,24338225.48,,,,,,,,24338225.48,,,,24338225.48,,
,,,26246762.59,,,26246762.59,26246762.59,,,,,,,,,,,,,
,,,29198079.23,,,,,29198079.23,,,29198079.23,,,,,,,29198079.23,,
180380650.8,180380650.8,,,,,,,,,,,,,,,180380650.8,,,,
,,,75688628.08,,,75688628.08,,,,,,,,,,,,,,
,,,,,,77591656.44,,,,,,,,,,,,,77591656.44,
,,,,23662163.66,,23662163.66,,,,,,,,,,,,23662163.66,,
,,,37077834.4,,,,,,,,,,,,37077834.4,,37077834.4,,,
53550742.45,,,,53550742.45,,,,53550742.45,,,,,,,,,,53550742.45,,
,,,38753983.43,,,38753983.43,,,,,,,,,38753983.43,,,,,
67806538.82,,,,67806538.82,,67806538.82,,,,,,,,,,,,67806538.82,,
,,,26074671.39,,,26074671.39,,,,,,,,,26074671.39,,,,,
,,,,,,40563709.14,,,,,,,,40563709.14,40563709.14,,,40563709.14,40563709.14,
129751933.8,,,129751933.8,129751933.8,,,,,,,,,,,,129751933.8,,129751933.8,,
120064818,,,,,,120064818,,,,,,,,,,120064818,,120064818,,
81127418.28,81127418.28,,,,,,,81127418.28,,,,,,,,81127418.28,,81127418.28,,
,,,31672325.65,,,31672325.65,31672325.65,,,,,,,,,,,,,
37077834.4,,,,,,,,,,,,,,,,37077834.4,,,,
,,,42374667.89,,,42374667.89,,,,,,,,,,,,,,
81127418.28,81127418.28,,,,,,,,,,,,,,,81127418.28,,81127418.28,,
,,,,,,93387690.57,,,,93387690.57,,,,,,,,,93387690.57,
,,,,,,37725729.93,,,,,,,,,37725729.93,,,,,
,68667419.54,,68667419.54,,,,,68667419.54,,,,,,,,,,,,
,,,35037695.08,,,35037695.08,,,,,,,,,,,35037695.08,,,
,47324327.33,,,,,47324327.33,,,,,,,,,47324327.33,,,,47324327.33,
,,,,,,24538383.93,,,,,,,,,,,,24538383.93,,
67780771.02,,,,67780771.02,,67780771.02,,,,,,,,67780771.02,,,,67780771.02,,
,51015661.42,,51015661.42,,,,51015661.42,51015661.42,,,,,,,,51015661.42,,,,
35506569.34,35506569.34,,,,,,,35506569.34,,,,,,,,,,,,
,93963770.6,,,,,,93963770.6,93963770.6,,,,,,,,,,,,
,,,,,,38626786.66,,,,,,,,38626786.66,38626786.66,,,38626786.66,,
,,,68020881.89,68020881.89,,,,,,,,,,,68020881.89,,,68020881.89,,
,,,22307621.76,,,22307621.76,,22307621.76,,,,,,,22307621.76,,,,,
30213664.6,30213664.6,,,,,,,30213664.6,,,,,,,,30213664.6,,30213664.6,,
,,,,,,24246230.53,,,,,,,,,24246230.53,,,,,
,,,,62132373.43,,62132373.43,,,,,,,,62132373.43,,,,62132373.43,,
,,,,,,36497599.04,,,,,,,,36497599.04,,,,36497599.04,,
,,,,,,29613869.77,,,,,,29613869.77,29613869.77,,,,,,,
24246230.53,,,,24246230.53,,,,,,,,,,,,24246230.53,,,,
43797118.85,,,,43797118.85,,43797118.85,,,,,,,,43797118.85,,,,43797118.85,,
,,,,,,22706588.42,,,,,,,,,,,,,,
,,,,,,72995198.08,,,,,,,,,72995198.08,,72995198.08,,,
,,,45347254.59,,,,45347254.59,45347254.59,,,,,,,,,,,,
64759037.38,,,,64759037.38,,64759037.38,,,,,,,,64759037.38,,,,64759037.38,,
21625322.31,,,,,,21625322.31,,,,,,,,,,,,,21625322.31,
39554809.69,,,,39554809.69,,,,,,,,,,,,39554809.69,,39554809.69,,
,,,28732427.64,,,28732427.64,,,,,,,,,,,,,,
,45347254.59,45347254.59,45347254.59,45347254.59,,,45347254.59,,,,,,,,,,,,,
,,,,,,37360983.1,,,,37360983.1,,,,,37360983.1,,,,,
,,,30161210.32,,,30161210.32,,,,,,,,,,,,,,
33890385.51,,,,,,,,,,,,,,,,33890385.51,,33890385.51,,
,,,105936669.7,,,,,105936669.7,,,105936669.7,,,,,,,,,
,,32437983.46,32437983.46,,,,32437983.46,,,,,,,,,,,,,
,,,50668722.14,,,,,,,,,,,,,,,,,
,156675460.1,156675460.1,156675460.1,,,,156675460.1,,,,,,,,,,,,,
,,,,,,34576813.72,,,,,,,,,,,,,,
51069816.27,,,,,,,,,,,,,,,,,,51069816.27,,51069816.27
,101671156.5,,,,,,101671156.5,101671156.5,,,,,,,,,,,,
,90046169.26,,90046169.26,,,90046169.26,90046169.26,90046169.26,,,,,,,,,,,,
,,,,,,54016446.58,,,,,,,,,,,,,,
,,,21192240.67,,,,,,,,,,,,21192240.67,,,,,
,,,,,,42374667.89,,,,,,,,,42374667.89,,,,,
,,,,,,27902868.07,,,,,,,,,,,,,,
22307621.76,,,22307621.76,22307621.76,,,,22307621.76,,,22307621.76,,,22307621.76,,22307621.76,,22307621.76,,
,,,,,,32258850.2,,,,,,,,,,,,32258850.2,,
,,,24538383.93,,,24538383.93,,,,,,,,,24538383.93,,,,,
,,,52187238.85,,,52187238.85,,,,,,,,,,,,,,
,,,39664057.4,,,,,,,,,,,,39664057.4,,,,,
,,,,,,43587813.62,,,,,,,,,,,,,,
,,,,22673627.3,,22673627.3,,,,,,,,,,,,,,
,,,38626786.66,38626786.66,,,38626786.66,,,,,,,,38626786.66,,,,,
111538108.8,,,,,,,,,,,,,,,,,,111538108.8,,
167307163.2,167307163.2,,,,,,167307163.2,167307163.2,,,,,,,,,,,,
,,,,22476299.2,,22476299.2,,,,,,,,,,,,22476299.2,,
,,,,,,54933935.63,,,,,,,,,54933935.63,,,,,
35692194.81,,,,35692194.81,,,,,,,,,,,,35692194.81,,35692194.81,,
90263832.66,,,90263832.66,90263832.66,,,,,,,,,,,,,,90263832.66,,
,,,23723269.86,,,23723269.86,,,,,,,,,23723269.86,,,,,
,,,,,,34600515.69,,34600515.69,,,,,,,,,,,,
,,,20509623.02,,,,,,,,,,,20509623.02,,20509623.02,,20509623.02,,
,,,20600225.86,20600225.86,,20600225.86,,,,,,,,,,,,20600225.86,20600225.86,
,21187333.94,,,,,,21187333.94,21187333.94,,,,,21187333.94,,,,,,,
180967261.9,180967261.9,,,,,,,,,,,,,,,,,180967261.9,,
,,,,,,29086975.43,,,,,29086975.43,,,,,29086975.43,,29086975.43,,
,,,,102958159.5,,,,,,,,,,102958159.5,,,,102958159.5,,
,,,,,,20268333.33,,,,,,,,,20268333.33,,,,,
82068098.16,82068098.16,,,82068098.16,,,,,,,,,,,,,,82068098.16,,
42670175.44,,,,,,,,42670175.44,,,,,,,42670175.44,42670175.44,,,,
31321256.87,,,,31321256.87,,31321256.87,,,,,,,,,,,,31321256.87,,
,,,29540890.69,,,29540890.69,,,,,,,,,,,,,,
,,,31918635.17,31918635.17,,31918635.17,,,,,,,,,,,,31918635.17,,
35037695.08,,,,,,,,,,,,,,,,35037695.08,,,,
,,,19773983.74,,,,,,,,,,,,,,,,,
,,,46693845.29,,,46693845.29,,,,,,,,,46693845.29,,46693845.29,,,
,,,41056718.43,,,,,,,,,41056718.43,,,,,,,,
,,,23798434.44,,,,,,,,,,,,23798434.44,,,,,
,,,43587813.62,,,,,,,,43587813.62,,,,,,,,,
,,,,,,22602179.61,,,,,,,,22602179.61,,,,22602179.61,,
,,,,,,78076676.14,,,,,,,,,,,,,,
,,,39038338.07,,,,39038338.07,,,,,,,,,,,,,
,43587813.62,43587813.62,43587813.62,,,,43587813.62,,,,,,,,,,,,43587813.62,
,,,,,,33803090.95,,,,,,33803090.95,,33803090.95,33803090.95,,,33803090.95,,
,,,,,,25751191.11,,,,,,,,25751191.11,25751191.11,,,25751191.11,,
,,,,,,55769054.39,,55769054.39,,,,,,,,,,,,
,,,,,,52187238.85,,,,,,,,,52187238.85,,,,,
,,,,,,28394596.4,,,,,,,,,28394596.4,,,,,
,,,,,,,,,,,62006373.49,,,,,62006373.49,,62006373.49,,
129525443.8,129525443.8,,,,,,,,,,,,,,,,,129525443.8,129525443.8,
,,,21898559.42,21898559.42,,21898559.42,,,,,,,,,,,,,,
40287975.46,,,,,,40287975.46,,40287975.46,,,,,,40287975.46,,40287975.46,,40287975.46,,
,68020881.89,,68020881.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,170052204.7,,,,170052204.7,,
,37360983.1,,,,,,,,,,37360983.1,,,,,,,37360983.1,,
,,,,,,23115865.51,,,,,,,,,,,,,23115865.51,
,,,45064584.44,,,45064584.44,,,,,,,,,45064584.44,,,,,
,,,,,,23460981.96,,,,,,23460981.96,,,,,,,,
,,,118992172.2,,,,118992172.2,118992172.2,,,118992172.2,,,118992172.2,,,,,,
82058029.69,82058029.69,,,,,,,,,,,,,,,,,82058029.69,,
,22593590.34,,22593590.34,,,22593590.34,,,,,,,,,22593590.34,,,,,
,35306129.03,,35306129.03,,,,,,,,,,,,,,,,,
,,,,60674982.18,,60674982.18,,,,,,,,,,,,,,
,,,,,,39538783.09,,,,,,,,,,,,,,
,,,39229032.26,39229032.26,,,,,,,,,,,,,,,,
,,,,,,,,,,,24907322.07,,,,,24907322.07,,,,
,,,,20880837.91,,20880837.91,,,,,,,,20880837.91,,,,20880837.91,,
,,,,,,22343044.62,,,,22343044.62,,,,,22343044.62,,,,,
,,,,,,23176072,,,,,,,,,23176072,,,,,
49814644.14,49814644.14,,,,,,,,,,,,,,,49814644.14,,49814644.14,,
,,,,,,51398985.63,,,,,,,,,,,,,,
,,,55769054.39,,,,55769054.39,,,,,,,,,,,,,
,,,39914346.21,,,,,,,,,,,,39914346.21,,39914346.21,,,
62735317.46,,,,62735317.46,,62735317.46,,,,,,,,,,,,62735317.46,,
,,,,,,20523162.6,,,,,,,,,,,20523162.6,,,
,186804915.5,186804915.5,186804915.5,,,,186804915.5,,,,,,,,,186804915.5,,,,
36541466.35,,,,36541466.35,,,,,,,,,,,36541466.35,,,36541466.35,,
,,,,,,103004764.4,,,,,,,,103004764.4,,103004764.4,,103004764.4,,
,,,,,,33577791.12,,,,,,,,,33577791.12,,,,,
,,,18184672.9,,,18184672.9,,,,,,,,,,,,,,
,,,32117887.15,,,,32117887.15,,,,,,,,32117887.15,,,,,
50281748.38,,,,50281748.38,,50281748.38,,,,,,,,,,50281748.38,,50281748.38,,
19614516.13,,,,,,,,,,,,,,,,19614516.13,19614516.13,,,
,,,,,,19925857.65,,,,19925857.65,,,,,19925857.65,,,,19925857.65,
,,,,,,19303174.6,,,,,,,,19303174.6,,,,19303174.6,,
,,,,,,22593590.34,,,,,,,,,,,,,,
54933935.63,54933935.63,,,,,,,,,,,,,,54933935.63,,,,,
,,,61800677.58,61800677.58,,,,,,,,,,,,,,,,
,,,,18096726.19,,18096726.19,,,,,,,,18096726.19,,,,18096726.19,,
,,,,,,17684198.67,,,,,,,,,,,,,,
,,,17595736.47,,,17595736.47,,17595736.47,,,,17595736.47,,,17595736.47,,,,,
,,,44764417.18,,,44764417.18,44764417.18,,,,,,,,,,,,,
169451927.5,169451927.5,,,,,,,,,,,,,,,169451927.5,,,,
,,,,19376991.71,,19376991.71,,,,,,,,,,,,,,
,,,,,,36497599.04,,,,,,,,,,,,,,
31921294.95,,,,31921294.95,,31921294.95,,,,,,,,31921294.95,,31921294.95,,31921294.95,,
,,,,,,,,,,,46921963.92,,,,,,,46921963.92,,
,,,,,,31134152.59,,,,,,,,,,,31134152.59,,,
,,,24869120.65,,,24869120.65,,,,,,,,,24869120.65,,,,,
