BudgetAction,BudgetAdventure,BudgetAnimation,Budget Comedy,BudgetCrime,BudgetDocumentary,BudgetDrama,BudgetFamily,BudgetFantasy,BudgetFilm-Noir,BudgetHistory,BudgetHorror,BudgetMusic,BudgetMusical,BudgetMystery,BudgetRomance,BudgetSci-Fi,BudgetSport,BudgetThriller,BudgetWar,BudgetWestern
2490732.207,,,,2490732.207,,2490732.207,,,,,,,,,,,,2490732.207,,
,15871539.11,,,,,,,,,,,,,15871539.11,,,,15871539.11,,
6756111.111,,,,,,,,,,,,,,,,,6756111.111,,,
,,,,1129679.517,,1129679.517,,,,,,,,,,,,,,
,6778077.102,,,,6778077.102,,,,,,,,,,,,,,,
,,,,4650478.011,,4650478.011,,,,4650478.011,,,,,4650478.011,,,,,
,,,,,,13340055.69,,,,,,,,,,,,,,
,,,,,,1081698.91,,,,,,,,,1081698.91,,,,,
,,,,,,1252850.275,,,,,,,,,,,1252850.275,,,
,,,,,,2542369.338,,,,,,2542369.338,,,,,,,,
5991733.577,,,,,,,,,,,5991733.577,,,,5991733.577,5991733.577,,5991733.577,,
,,,11613965.4,,,,,,,,,,,,,,,,,
,,,,,,8502610.236,,,,,,,,8502610.236,,,,,,
155015933.7,,,,,,155015933.7,,,,,,,,155015933.7,,,,155015933.7,,
,,,31918635.17,31918635.17,,31918635.17,,,,,,,,,,,,,,
,,,,,,35191472.94,,,,,,35191472.94,,,,,,,,
34010440.94,34010440.94,34010440.94,,,,34010440.94,,,,,,,,34010440.94,,34010440.94,,34010440.94,,
,,,,,,3784431.404,,,,,,,,,,,,3784431.404,,
,,,1868049.155,,,,,,,,,,,,1868049.155,,,,,
,,,21112847.22,,,,,,,,,,,,,,,,,
,,,1566062.843,,,,,,,,,,,,1566062.843,,,,,
,,,18509893.46,,,,,,,,,,,,18509893.46,,,,,
46921963.92,,,,,,,,,,,46921963.92,,,,,46921963.92,,46921963.92,,
,,,,,,16901545.47,,,,,,,,,,,,,,
,12453661.03,,,,,12453661.03,,,,,,,,,,,,,,
,,,,,,21898559.42,,,,,,,,21898559.42,,,,21898559.42,,
,,,41072.39354,,,41072.39354,,,,,,,,,,,,,,
,,,,,,34959101.01,,,,,,34959101.01,,,34959101.01,,,,,
,,,,1129679.517,1129679.517,,,,,1129679.517,,,,,,,,1129679.517,,
15106832.3,,,,,,,,,,,15106832.3,,,,,15106832.3,,15106832.3,,
,,,,31321256.87,,31321256.87,,,,,,,,,,,,31321256.87,,
152496382.8,152496382.8,,,,,,,,,,,,,,,152496382.8,,152496382.8,,
,,,,,729951.9808,,,,,,,,,,,,729951.9808,,,
,,,9807258.065,,,9807258.065,,,,,,,,,,,,,,
,,,8650128.923,,,8650128.923,,,,,,,,,,,,,,
17653064.52,,,,,,17653064.52,,,,17653064.52,,,,,17653064.52,,,,17653064.52,
189614784.9,189614784.9,,,,,,,,,,,,,,,189614784.9,,,,
,,,,15410577,,15410577,,,,,,,,,,,,15410577,,
,,,,,,11484460.85,,,,,,11484460.85,,,,,,,,
,,,2490732.207,,,2490732.207,,,,,,,,,,,,,,
,,,,,,844513.8889,,,,,,,,,,,,,,
,,,,,,,,,,,6866741.954,,,,,,,6866741.954,,
73689288.71,73689288.71,,,,,,73689288.71,73689288.71,,,,,,,,73689288.71,,73689288.71,,
60802466.56,,,,60802466.56,,60802466.56,,,,,,,,,,,,60802466.56,,
,,,,47671501.37,,47671501.37,,,,,,,,,,,,47671501.37,,
,,,,,,7935769.553,,,,,,,,,7935769.553,,,,,
,,,,,,36149744.54,,,,,,,,,36149744.54,,,,,
,,,7935769.553,,,7935769.553,,,,,,,,,,,,,,
,,,,,,223076.2176,,,,,,,,,,,,,,
,,,,37844314.04,,37844314.04,,,,,,,,,,,,,,
,,,985003.1153,,,,,,,,,,,,,,,,,
,,,,,,19355310.12,,,,,,,,,19355310.12,,,,,
,,,,,,452349.5797,,,,,,452349.5797,,,,,,,,
,,,,,,,,,,,37360983.1,,,,,,,,,
9069450.918,,,,9069450.918,,,,,,,,,,,,,,9069450.918,,
,,,45845039.68,,,45845039.68,,45845039.68,,,,,,,45845039.68,,,,,
,,,,,,19836796.02,,,,,,,,,,,,,19836796.02,
,,,33461432.63,,,33461432.63,,,,,,,,,33461432.63,,,,,
37218056.62,37218056.62,,,,,37218056.62,,,,,,,,,37218056.62,,,,,37218056.62
,,,,,,24012963.6,,,,,,,,,24012963.6,24012963.6,,,,
,,,41094872.01,,,,,,,,,,,,,,,,,41094872.01
,,,396640.574,,,396640.574,,,,,,,,,,,,,,
77683507.55,77683507.55,,77683507.55,,,,,,,,,,,,,,,,,77683507.55
,,,398982.9396,,,398982.9396,,,,,,,,,398982.9396,,,,,
28766410.41,,,,,,28766410.41,,,,,,,,,,,,28766410.41,,
,,,39038338.07,,,,,,,,,,,,39038338.07,,,,,
,,,,,,,,,,,43250644.62,,,,,,,,,
,,,,2080285.103,,2080285.103,,,,,,,,,,,,2080285.103,,
,,,,,,14391715.98,,,,,,,,,,,,,,
,,,,,,29475715.48,,,,,,,,,,,,29475715.48,,
50668722.14,,,,,,50668722.14,,,,,,,,,,,,50668722.14,50668722.14,
,,,,,,,,,,,17435125.45,,,17435125.45,,,,17435125.45,,
,,,3569219.481,,,3569219.481,,,,,,,,,3569219.481,,,,,
,,,,15106832.3,,15106832.3,,,,,,,,,,,,15106832.3,,
,,,,,,9069450.918,,,,,,,,,9069450.918,,,,,
205474360.1,205474360.1,,,,,,,205474360.1,,,,,,,,205474360.1,,,,
,,,6264251.374,,,,,,,,,,,,,,,,,
73852226.72,73852226.72,,,73852226.72,,,,,,,,,,,,,,73852226.72,,
,,,,,,65920722.76,,,,,,,,65920722.76,,65920722.76,,,,
,,,,18096726.19,,18096726.19,,,,,,,,,18096726.19,,,18096726.19,,
,,,,,9731395.039,,,,,,,9731395.039,,,,,,,,
,,,,,,1133681.365,,,,,,,,,,,,,,
,,,,,,18253669.11,,,,,,,,,18253669.11,,,,,
,,,9069450.918,9069450.918,,,,,,,,,,,9069450.918,,,,,
17577607.29,,,,17577607.29,,,,,,,,,,,,,,17577607.29,,
,,,12453661.03,12453661.03,,12453661.03,,,,,,,,,,,,12453661.03,,
81094958.66,,,81094958.66,81094958.66,,,,,,,,,,,,,,,,
,,,2773817.527,,,2773817.527,,,,,,,,,,,,,,
,,,,,,50495501.73,,,,,,,,,50495501.73,,,,,
,,,,,,270316.5289,,,,,,,,,270316.5289,,,,,
,,,,,,17846097.4,,,,,,,,,17846097.4,,,,,
,,,5408494.552,,,5408494.552,,,,,,,,,5408494.552,,,,,
,,,46539160.69,,,,,,,,,,,,,,,,,
,,,17518847.54,,,17518847.54,,,,,,,,,,,,,17518847.54,
,21625322.31,,21625322.31,,,,21625322.31,,,,,,,,21625322.31,,,,,
,,,,,,12528502.75,,12528502.75,,,,,,,12528502.75,,,,,
,,,794525.0229,,,794525.0229,,,,,,,,,794525.0229,,,,,
44493401.28,,,44493401.28,,,,,,,,,,,,,,44493401.28,,,
,,,,,,20547436.01,,,,,,,,,20547436.01,,,,,
,,,66004403.48,66004403.48,,,,,,,,66004403.48,,,,,,,,
,,,15106832.3,,,,,,,,,,,,,,,,,
,,,,,,34889376.42,,,,,,,,,34889376.42,,,,,
,,,1492147.239,,,1492147.239,,,,,,,,,1492147.239,,,,,
38626786.66,,,38626786.66,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37537571.14,,,,37537571.14,,
,,,,,,,,,,,22382208.59,,,22382208.59,,22382208.59,,22382208.59,,
,,,22382208.59,22382208.59,,,,,,,,,,,,,,,,
,,,15536701.51,,,,,,,,,,,,,,,,,
,,,,,,8474564.46,,,,,,,,,,,,,,
,,,,,,67606181.9,,,,,,,,,,,,67606181.9,,
153923719.5,153923719.5,,,,,,,,,,,,,,,153923719.5,,153923719.5,,
,,,,,,,,,,,16658904.11,,,,,,,16658904.11,,
,,,,,,15153894.08,,,,,,,,,15153894.08,,,,,
,,,51410522.32,51410522.32,,51410522.32,,,,,,,,,51410522.32,,,,,
,,,4056370.914,,,4056370.914,,,,,,,,,,,,,,
,,,211864.1115,,,211864.1115,,,,,,,,,211864.1115,,,,,
,17595736.47,,,,,17595736.47,,,,,,,,,,,,,,
,,,,,,25684295.01,,,,,,,,,,,25684295.01,,,
24128968.25,,,,,,,,24128968.25,,,24128968.25,,,,,,,24128968.25,,
,,,,,,3476410.799,,,,,,,,,3476410.799,,,,,
,,,15106832.3,,,,,,,,,,,,,,15106832.3,,,
,,,,10140927.28,,10140927.28,,,,,,,,10140927.28,,,,10140927.28,,
,,,1432461.35,1432461.35,,,,,,,,,,,,,,,,
,,,,,,19226877.47,,,,,,,,,19226877.47,,,,,
,,,,803590.3084,,803590.3084,,,,,,,,,,,,,,
,,,,,,1983202.87,,,,,,,,,,,,,,
13730161.29,,,,,,,,13730161.29,,,13730161.29,,,,,,,13730161.29,,
,,,,,1044041.896,,,,,,,1044041.896,,,,,,,,
39673592.03,,,,,,,,,,,,,,,,39673592.03,,39673592.03,,
,,,,31387935.17,,31387935.17,,,,,,,,,,,,31387935.17,,
,,,,93387690.57,,93387690.57,,,,,,,,,,,,93387690.57,,
101409272.8,,,,,,101409272.8,,,,101409272.8,,,,,,,,,101409272.8,
,,,37884.7352,,,37884.7352,,,,,,,,,,,,,,
,,,13429325.15,,,13429325.15,,13429325.15,,,,,,,13429325.15,,,,,
,,,,,,5222515.337,,,,,,,,,,,,,,
56041474.65,,,56041474.65,56041474.65,,,,,,,,,,,,,,,,
,,,37844314.04,,,37844314.04,,,,,,,,,37844314.04,,,,,
,,,,,,43267956.42,,,,,43267956.42,,,43267956.42,,,,43267956.42,,
,,,25690349.12,,,25690349.12,,,,,,,,,,,,,,
,,,,,,21625322.31,,,,,,,,21625322.31,,,,21625322.31,,
,1037866.757,,1037866.757,,,,,1037866.757,,,,,,,,,,,,
,,,2610104.739,,,2610104.739,,,,,,,,,2610104.739,,,,,
,,,5406330.577,5406330.577,,5406330.577,,,,,,,,,,,,,,
,,,9037436.136,,,9037436.136,,,,,,,,,,,,,,
,,,,10273718,,10273718,,,,,,,,,10273718,,,,,
,,,,4825793.651,,,,,,,,,,4825793.651,,,,4825793.651,,
,,,,,,3989829.396,,,,,,,,,3989829.396,,,,,
,,,12975193.38,,,12975193.38,,,,,,,,,,,,,,
94893757.5,,,94893757.5,94893757.5,,,,,,,,,,,,,,94893757.5,,
155367015.1,,,,,,155367015.1,,,,155367015.1,,,,,,,,,155367015.1,
,,,,,,89528.83436,,,,,,,,89528.83436,,,,89528.83436,,
,,,5066872.214,,,,,,,,,,,,5066872.214,,,,,
,,,98947769.03,,,98947769.03,,,,,,,,,98947769.03,,,,,
,,,377466.9366,,,,,,,,,,,,,,,,,
,,,,338030.9095,,338030.9095,,,,,,,,,338030.9095,,,,,
,,,27145089.29,,,27145089.29,,,,,,,,,,,,,,
,,,6437797.777,,,6437797.777,,,,,,,,,,,,,,
,,,3619345.238,,,,,,,,,,,,,,,,,
,,,7707676.056,,,,,7707676.056,,,7707676.056,,,,,,,7707676.056,,
,,,,,,13771767.06,,,,,,,,,13771767.06,,,,,
,,,20406264.57,,,20406264.57,,,,,,,20406264.57,,20406264.57,,,,,
,,,418703.137,,,418703.137,,,,,,,,,418703.137,,,,,
,,,,,,2230762.176,,,,,,,,,,,,,,
,,,,,,3282321.188,,,,,,,,3282321.188,3282321.188,,,,,
,,,,,,3720382.409,,,,3720382.409,,,,,,,,,,
,,,13572544.64,,,13572544.64,,,,,,,,,13572544.64,,,,,
62766451.61,62766451.61,,,,,,,,,,,,,,,,,62766451.61,,
,256842950.1,,,,,,,256842950.1,,,,,,,,,,,,
,127124003.7,,,,,127124003.7,,127124003.7,,,,,,,,,,,,
,,,1059366.697,,,1059366.697,,,,,,,,,1059366.697,,,,,
,,,,,,,,,,,9489375.75,,,,,9489375.75,,9489375.75,,
,,,,,,19397914.11,,,,,,19397914.11,,,,,,,,
,,,,,,3132125.687,,,,,,,,,3132125.687,,,,,
,103004764.4,,103004764.4,,,,103004764.4,103004764.4,,,103004764.4,,,103004764.4,,,,,,
,,,8474564.46,,,,,,,,,,,,,,,,,
,,,343337.0977,,,343337.0977,,,,,,,,,343337.0977,,,,,
22593590.34,,,,,,22593590.34,,,,,,,,,,,22593590.34,,,
,,,,41029014.84,,41029014.84,,,,,,,,,,,,,,
,,,,,,31321256.87,,31321256.87,,,31321256.87,,,,,,,,,
,,,5136859.001,,,,,,,,,,,,,,,,,
,,,,,,20406264.57,,,,,,,,,20406264.57,,,,,
879786.8236,879786.8236,879786.8236,879786.8236,,,,,879786.8236,,,,,,,,879786.8236,,,,
,,,,,,20281854.57,20281854.57,20281854.57,,,,,,,20281854.57,,,,,
15200616.64,,,15200616.64,,,,,,,,,,,,,,,,,
,22307621.76,22307621.76,22307621.76,,,,22307621.76,,,,,,,,22307621.76,,,,,
,,,,,,36193452.38,,,,,,36193452.38,,,,,,,,
,,,,,,114907086.6,,,,114907086.6,,,,,,,,,114907086.6,
,44686089.24,,,,,,,,,,,,,,,,,,,
,,,,,,6356200.183,,,,,,,,6356200.183,6356200.183,,,6356200.183,,
,,,,,,3981279.762,,,,,,,,,3981279.762,,,,,
28394596.4,,,,28394596.4,,,,,,,,,,,,,,28394596.4,,
,,,,,,16730716.32,,,,,,16730716.32,,,,,,,,
,12528502.75,,12528502.75,,,12528502.75,,,,,,,,,,,,,,
,,,2919807.923,,,2919807.923,,,,,,,,,,,,,,
52202094.78,,,,,,,,52202094.78,,,52202094.78,,,,,,,,,
,,,95346400.57,,,,,95346400.57,,,95346400.57,,,,,,,,,
,,,31587012.99,,,,,,,,,,,,31587012.99,,,,,
,,,,,,,,,,,53550742.45,,,53550742.45,,,,53550742.45,,
,,,,4216405.109,,4216405.109,,,,,,,,,,,,,,
,,,32437983.46,,,32437983.46,,,,,,,,,32437983.46,,,,,
,,,,,,86377196.26,,,,,,,,86377196.26,,,,86377196.26,,
,,,45064584.44,45064584.44,,,,,,,,,,,,,,45064584.44,,
39664057.4,,,,39664057.4,,39664057.4,,,,,,,,,,,,39664057.4,,
,29046318.46,,29046318.46,29046318.46,,,,,,,,,,,,,,,,
,,,,,,36985384.81,36985384.81,,,,,,,,,,,,,
20880837.91,,,20880837.91,,,,,,,,,,,,,20880837.91,,,,
,,,26484167.43,,,,,,,,,26484167.43,,,,,,,,
,,,22307621.76,,,,22307621.76,,,,,,,,22307621.76,,,,,
,,,1276745.407,,,1276745.407,,,,,,,,,,,,,,
34600515.69,,,34600515.69,34600515.69,,,,,,,,,,,,,,,,
39538783.09,,,,39538783.09,,39538783.09,,,,,,,,39538783.09,,,,39538783.09,,
,,,37884735.2,,,,37884735.2,,,,,37884735.2,,,,,,,,
,,,41094872.01,,,,,,,,,,,,41094872.01,,,,,
,,,15450714.66,,,,,15450714.66,,,15450714.66,,,,,,,15450714.66,,
104450306.7,104450306.7,,104450306.7,,,,,,,,,,,,104450306.7,,,,,
,,,,,,37030034.6,,,,,,,,,37030034.6,,,,,
,,,22598838.56,,,22598838.56,,,,,,,,,22598838.56,,,,,
7062137.05,7062137.05,7062137.05,,,,,7062137.05,,,,,,,,,7062137.05,,,,
,,,23460981.96,23460981.96,,,23460981.96,,,,,,,23460981.96,23460981.96,,,23460981.96,,
,,,20438655.46,,,,,,,,,,,,20438655.46,,,,,
52787209.41,,,,,,,,,,,52787209.41,,,,,52787209.41,,52787209.41,,
,,,,4230832.79,,4230832.79,,4230832.79,,,,,,,4230832.79,,,,,
,,,310031.8674,,,310031.8674,,,,,,,,,,,,,,
,,,,,,72100790.51,,,,,,,72100790.51,,72100790.51,,,,,
,,,,15890500.46,,15890500.46,,,,,,,,,,,,15890500.46,,
,,,5066872.214,,,,,,,,,,,,,,,,,
,,,,,,,,,,,18680491.55,,,,,,,,,
,,,,10088222.24,,,,,,,,,,10088222.24,,,,10088222.24,,
,,,45187180.68,,,,,,,,,,,,45187180.68,,,,,
,,,20406264.57,20406264.57,,20406264.57,,,,,,,,,,,,,,
,,,,,,,,,,,17595736.47,,,,,,,,,
129035400.8,,,,,,,,129035400.8,,,,,,,,,,129035400.8,,
,,,,68667419.54,,68667419.54,,,,,,,,68667419.54,,,,68667419.54,,
,,,,,,33053381.17,,,,,,33053381.17,,,33053381.17,,,,,
,,,,,,3903833.807,,,,,,,,,3903833.807,,,,,
,,,661067.6234,,,661067.6234,,,,,,,,,,,,,,
186090283.1,,,186090283.1,186090283.1,,,,,,,,186090283.1,,,186090283.1,,,186090283.1,,
39417406.96,,,39417406.96,,,,,,,,39417406.96,,,,,,,,,
,,,,,,4464390.602,,,,,,,,,,,,,,
,,,15615335.23,,,,,,,,,,,,15615335.23,,,,,
,,,2984294.479,,,2984294.479,,,,,,,,,,,,,,
39547967.48,,,,,,,,39547967.48,,,39547967.48,,,,,,,39547967.48,,
,,,,,,35037695.08,,,,,,,,,,,,,,
,,,52968334.86,,,,,,,,,,,,,,,,,
,,,,,,41094872.01,,,,,,41094872.01,41094872.01,,,,,,,
,18096726.19,,,,,18096726.19,18096726.19,,,,,,,,,,,,,
22593590.34,,,,22593590.34,,22593590.34,,,,,,,,,,,,22593590.34,,
,,,16480180.69,16480180.69,,,16480180.69,,,,,,,,,,,,,
,,,1868049.155,,,1868049.155,,,,,,,,,,,,,,
,,,48067193.68,48067193.68,,,,,,,,,,,48067193.68,,,,,
,,,10430054.74,,,,,,,,10430054.74,,,,,,,,,
,,,,,,,,,,,9254946.728,,,,,,,,,
57940179.99,,,,,,,,,,,57940179.99,,,,,57940179.99,,57940179.99,,
,,,,,,,,,,,21587573.96,,,,,,,21587573.96,,
10949279.71,10949279.71,,,,,,,10949279.71,,,,,,,,10949279.71,,10949279.71,,
,,,,,,37303680.98,,,,37303680.98,,,,,,,,,,
,,,22476299.2,,,,,,,,,,,,,,,,,
,,,,,,22532292.22,,,,22532292.22,,,,,,,,,22532292.22,
749357.3944,,,,,,749357.3944,,,,,,,,,,,,,,
,,,11653033.67,,,11653033.67,,,,,,,,,,,,,,
,,,,,,7191602.602,,,,,,7191602.602,,,,,,,,
,,,,,,18009233.85,,,,,,18009233.85,,,,,,,,
,104404189.6,104404189.6,,,,,104404189.6,104404189.6,,,,,,,,,,,,
,,,4825793.651,4825793.651,,,,,,,,,,4825793.651,,,,,,
3401044.094,,,3401044.094,3401044.094,,,,,,,,,,,,,,,,
,,,14477380.95,,,,14477380.95,14477380.95,,,,,,,14477380.95,,,,,
,53861868.51,,,,,53861868.51,,,,,,,,,,,,53861868.51,,
,,,39538783.09,,,39538783.09,,,,,,,,,39538783.09,,,,,
,,,22294237.74,,,,,,,,,,,22294237.74,,,,,,
13521236.38,,,13521236.38,,,,,,,,,,,,,,,,,
,,,,,,71916026.02,,,,,,,,,,,,,71916026.02,
,,,1373348.391,,,1373348.391,,,,,,,,,1373348.391,,,,,
,,,7841914.683,,,7841914.683,,,,,,,,,7841914.683,,,,,
,,,5493393.563,,,,,,,,,,,,,,,,,
32188988.88,32188988.88,,,,,,,,,,32188988.88,,,,,,,32188988.88,,
,,,28342034.12,,,,,,,,,,,,,,,,28342034.12,
,,,27112308.41,,,,,,,,,,,,27112308.41,,,,,
,,,7038294.589,,,,7038294.589,,,,,,,,,,,,,
,,,,,,8352335.165,,,,,,8352335.165,,,,,,,,
,,,,,,11296795.17,11296795.17,,,,,,,,,,,,,
,,,,,,17510032.51,,,,,,,,,17510032.51,,,,,
,,,,,,,,,,,10858035.71,,,,,,,,,
,,,,,,76006250,,,,76006250,,,,,,,,76006250,,
41269100.25,,,41269100.25,41269100.25,,,,,,,,,,,,,,,,
6167878.276,,,,,,,,6167878.276,,,6167878.276,,,,,6167878.276,,6167878.276,,
44620080.05,,,,,,,,,,,44620080.05,,,,,44620080.05,,,,
,,,,,,,,,,,11730490.98,,,,,,,,,
,,,29326227.45,,,,29326227.45,,,,,,,,,,,,,
,,,,,,6920103.139,,,,,,,,,,,,,,
,,,,25684295.01,,25684295.01,,,,,,,,,,,,25684295.01,,
,,,,24634031.06,,24634031.06,,,,,,,,,,,,24634031.06,,
,,,,60615576.32,,60615576.32,,,,,,,,,,,,60615576.32,,
,,,,,,,,,,,37537571.14,,,,,,,,,
79328114.81,79328114.81,,79328114.81,79328114.81,,,,,,,,,,,,,,,,
,,,,,,,,,,,21114883.77,,,,,,,,,
,,,38508228.82,,,,,,,,,,,,38508228.82,,,,,
45461682.24,45461682.24,,,,,,,45461682.24,,,,,,,,45461682.24,,45461682.24,,
,20267488.85,,,20267488.85,,,,,,,,,,20267488.85,,20267488.85,,20267488.85,,
,,,,,,34764107.99,,,,,,,,,34764107.99,,,,,
32188988.88,,,,32188988.88,,,,,,,,,,,,,,32188988.88,,
,,,,,,,,,,,7191602.602,,,7191602.602,,,,,,
,,,,,,84725963.77,,,,84725963.77,,,,,,,,84725963.77,84725963.77,
,,,,,,5101566.142,,,,,,,,,,,,,,
,,,,,,36193452.38,36193452.38,36193452.38,,,,,,,,,,,,
81094958.66,,,,,,81094958.66,,81094958.66,,,,,,,81094958.66,,,,,
,,,5425557.68,,,5425557.68,,,,,,,,,5425557.68,,,,,
,,,9575590.551,,,,,,,,9575590.551,,,,,,,9575590.551,,
122691919.7,,,,122691919.7,,,,,,,,,,122691919.7,,,,122691919.7,,
,,,33890385.51,,,,,,,,,,,,,,,,,
,,,25120569.69,,,,,,,,,,,,,,,,,
,,,,,,5648397.585,,,,,5648397.585,,,,,,,5648397.585,,
,,,56041474.65,,,,56041474.65,,,,,,,,56041474.65,,56041474.65,,,
,,,,,,2393897.638,,,,,,,,,,,,,,
86678545.97,,,,,,,,,,,86678545.97,,,,,86678545.97,,,,
,,,17444688.21,,,,,,,,,,,,,,,,,
,69342836.78,,,,,69342836.78,,,,,,,,,69342836.78,,,,,
,,,,,,4091551.402,,,,,,,,,,,,,,
,,,,5296833.486,,5296833.486,,,,,,,,,,,,,,
,,,21192240.67,,,21192240.67,,,,,,,,,21192240.67,,,,,
,,,38925580.15,,,,,,,,,,,,38925580.15,,,,,
30275451.23,,,30275451.23,30275451.23,,,,,,,,,,,,,,,,
,,,,54386380.9,,54386380.9,,,,,,,,,,,,,,
,,,9069450.918,,,,,,,,,,,,9069450.918,,,,,
,,,42372822.3,,,42372822.3,,,,,,,,,42372822.3,,,,,
,,,8352335.165,,,8352335.165,,,,,,,,,8352335.165,,,,,
,1245366.103,,1245366.103,,,1245366.103,,,,,,,,,,,,,,
,,,,,,,,,,,,,,51502382.21,,,,51502382.21,,
,,,11679231.69,,,11679231.69,,,,,,,,,,,,,,
,60322420.63,60322420.63,60322420.63,,,,60322420.63,,,,,,,,,,,,,
,,,,,,3390326.941,,,,,,3390326.941,,,,,,,,
,,,,,,18680491.55,,,,,,,,,18680491.55,,,18680491.55,,
90129168.87,,,,90129168.87,,90129168.87,,,,,,,,,,,,90129168.87,,
,,,5222515.337,,,,,,,,,,,,,,,,,
,,,64377977.77,,,64377977.77,,,,,,,,,64377977.77,,,,,
,,,,36193452.38,,36193452.38,,,,,,,,,,,36193452.38,,,
,,,,10219327.73,,10219327.73,,,,,,,,,,,,10219327.73,,
,194167226.9,,194167226.9,,,,194167226.9,194167226.9,,,,,,,,,,,,
15410577,,,,15410577,,,,,,,,,,,,,,15410577,,
,,,28248548.2,,,28248548.2,,,,,,28248548.2,,,28248548.2,,,,,
,,,41056718.43,,,,,,,,,,,,41056718.43,,,,,
,,,,,,,,13176354.37,,,13176354.37,,,,,,,,,
,,,,45150957.73,,45150957.73,,,,,,,,45150957.73,,,,45150957.73,,45150957.73
,,,6423063.38,,,,,6423063.38,,,,,,,,,,,,
,,,,29453027.41,,,,29453027.41,,,29453027.41,,,,,,,,,
,,,,53038629.28,,53038629.28,,,,,,,,,,,,,,
,,,20469931.14,,,,,,,,20469931.14,,,,,20469931.14,,,,
,,,,,,,,,,,19773983.74,,,19773983.74,,,,19773983.74,,
,,,,,,5220209.478,,,,,5220209.478,,,,,,,5220209.478,,
,,,,,,,,,,,,,,,,12313897.56,,12313897.56,,
,,,,,,,,,,,9037436.136,,,,,,,,,
,,,,,,15392371.95,,,,,,,,15392371.95,,15392371.95,,15392371.95,,
,,,7183106.911,7183106.911,,7183106.911,,,,,,,,,,,,,,
,,,3736098.31,,3736098.31,,,,,,,3736098.31,,,,,,,,
,,,,,,211148.8377,,,,,,211148.8377,,,211148.8377,,,,,
,,,,,,2360163.699,,,,,,,,,,,,,,
,,,214102.1127,,,,,,,,,,,,,,,,,
,,,37303680.98,,,,,37303680.98,,,37303680.98,,,,37303680.98,,,,,
351914729.4,351914729.4,,,,,,,351914729.4,,,,,,,,,,,,
,,,30213664.6,,,,,,,,,,,,,,,,,
32437983.46,,,,,,32437983.46,,,,,,,,,,,,32437983.46,,
171877582.1,,,171877582.1,171877582.1,,,,,,,,,,,,,,171877582.1,,
,,,,,,138690876.4,,,,,,,,138690876.4,,,,138690876.4,,
,,,,,,30161210.32,,,,,,,,,,,,,,
,,,,,,1245366.103,,,,,1245366.103,,,1245366.103,,,,1245366.103,,
,,,,,,1694912.892,,,,,,,,,,,,,,
22673627.3,,,,,,,,,,,22673627.3,,,,,22673627.3,,22673627.3,,
101671156.5,,,101671156.5,,,,,,,,,,,,,,,,,
,,,,22593590.34,,22593590.34,,,,,,,,,22593590.34,,,22593590.34,,
,,,,9886991.87,,9886991.87,,,,,,,,,,,,,,
,,,,,,2162532.231,,,,,2162532.231,,,2162532.231,,,,2162532.231,,
,,,,,,18609028.31,,,,,,18609028.31,,,18609028.31,,,,,
,,,,19272583.2,,19272583.2,,,,,,,,,,,,19272583.2,,
41029014.84,41029014.84,,,41029014.84,,,,41029014.84,,,,,,41029014.84,,,,41029014.84,,
,,,,,,16901545.47,,,,,,,,,,,,,,
,,,,,,1906860.055,,1906860.055,,,,,,,,,,,,
,,,,,1148812.416,1148812.416,,,,,,,,,,,1148812.416,,,
,,,29326227.45,,,,,,,,,,,,29326227.45,,,,,
,,,,,,18381523.96,,18381523.96,,,,,,,18381523.96,,,,,
,,,18639712.03,,,18639712.03,,,,,,,,,,,,,,
,,,,,,25684295.01,,,,,,,,,,,25684295.01,,,
,65920722.76,,65920722.76,,,,,,,,,,,,,,,,,
,,,2824198.792,,2824198.792,,,,,,,,,,,,,,2824198.792,
,11588036,,11588036,,,,,,,,,,,,,,,,,
,,,,,,,,,,,4438321.168,,,4438321.168,,,,4438321.168,,
,,,13429325.15,,,13429325.15,,,,,,,,,,,,,,
25247750.87,,,,25247750.87,,25247750.87,,,,,,,,,25247750.87,,,25247750.87,,
,,,11730490.98,11730490.98,,,,,,,,,,,,,,,,
,,,,,,120644.8413,,,,,,,,,,,120644.8413,,,
,,,11208294.93,,,11208294.93,,,,,,,,,,,,,,
,,,5150238.221,,,,,,,,5150238.221,,,,,,,,,
,,,,,,6760618.19,,,,,,,,,6760618.19,,,,,
,,,10851115.36,,,,,,,,,,,,,,,,,
,,,33898257.84,,,33898257.84,,,,,,,,,33898257.84,,,,,
39678847.77,39678847.77,,,,,,,39678847.77,,,,,,,,39678847.77,,39678847.77,,
,,,,,,10593666.97,,,,,,,,,,,,,,
,,,,8717562.724,,,,,,,8717562.724,,,,,,,,,
,,,,,,60734378.63,,,,,,,,,,,,,,
,,,,,,54554018.69,,,,54554018.69,,,,,,,,,,
,,,,,,22307621.76,,,,,,,,,,,,22307621.76,,
,41798142.13,,41798142.13,,,,41798142.13,41798142.13,,,,,,,,,,,,
2118733.394,,,2118733.394,,,,,,,,,,,,2118733.394,,,,,
,16730716.32,,16730716.32,,,,16730716.32,16730716.32,,,,,,,,,,,,
,,,12064484.13,,,12064484.13,,,,,,12064484.13,,,,,,,,
29194185.12,29194185.12,,29194185.12,,,,29194185.12,,,,,,,,,29194185.12,,,,
